cell_label,brain_section_label,x,y,z,supertype,cluster,glut_cluster,x_lat,dl_score,dl_group
1017184920201240629,C57BL6J-638850.61,4.42377600522291,6.151917884441955,12.0,0048 IT AON-TT-DP Glut_3,0177 IT AON-TT-DP Glut_3,Glut_3,1.8928420134408537,1.7816390413768837,dorsolateral
1104095349101120430,C57BL6J-638850.59,5.996599431123728,6.370584966048179,11.4,0047 IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,Glut_2,1.0825587454900782,0.36131986460094284,ventromedial
1017163940100320318,C57BL6J-638850.58,3.975526816031421,6.899209550857547,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.1404155691719544,-0.40560294308708994,ventromedial
1018135614101660321,C57BL6J-638850.55,5.0218557981302725,7.287538575450862,10.4,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.33823450102033004,-2.0859061979738707,ventromedial
1018143423100990236,C57BL6J-638850.56,3.633046123552617,6.4558633950066255,10.8,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.672308158506643,1.0050797286123108,ventromedial
1017185048100560572,C57BL6J-638850.62,4.481481430249931,5.76030645870599,12.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.7841668915193996,2.262759012460063,ventromedial
1017165415101280207,C57BL6J-638850.57,5.135324616733047,7.131462763673484,11.0,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.5064938990243819,-1.6143969264101552,ventromedial
1018133836201692215,C57BL6J-638850.54,5.610169572416987,6.195636455226118,10.2,0046 IT AON-TT-DP Glut_1,0169 IT AON-TT-DP Glut_1,Glut_1,0.007437534360296816,-0.7811749547392253,dorsolateral
1017163940201150199,C57BL6J-638850.58,6.695441498731135,6.144516198084602,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.5794991135277598,1.379116833489023,ventromedial
1017185048101210084,C57BL6J-638850.62,6.455074377266372,6.421226154845249,12.2,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.18942605549704084,-0.9004634332399526,dorsolateral
1017165415101580243,C57BL6J-638850.57,6.317053497884304,6.519589402256937,11.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.6752349821268755,-0.4150205104237067,dorsolateral
1018143423101340491,C57BL6J-638850.56,5.363542094737004,5.756830567031672,10.8,0046 IT AON-TT-DP Glut_1,0169 IT AON-TT-DP Glut_1,Glut_1,0.05818781267774398,-0.013948302110341038,dorsolateral
1104095349101240548-2,C57BL6J-638850.59,4.874798335947326,6.957263954310317,11.4,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.03924234968632323,-1.9543050176520473,dorsolateral
1018143557101320357,C57BL6J-638850.60,4.26288533976349,6.6229341048564905,11.8,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.7768149978846717,0.8767053450944065,ventromedial
1018143423101640246,C57BL6J-638850.56,5.6734342291935445,6.921761655451988,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.3680799471342846,-1.4628404518071099,ventromedial
1017163940100990551,C57BL6J-638850.58,6.945301842930506,7.072021883780757,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.8293594577271302,0.2296599118191156,ventromedial
1017165415100860322,C57BL6J-638850.57,3.8541486360236537,6.600427618695756,11.0,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.787669879733775,0.926968055419421,ventromedial
1017163940100450063,C57BL6J-638850.58,4.396326631104041,7.307585489362903,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.7196157540993342,-1.6135928358342664,ventromedial
1017163940100860581,C57BL6J-638850.58,6.426816397583417,7.170396177547143,11.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.310874012380042,-0.6128880032998862,ventromedial
1018143423201300364,C57BL6J-638850.56,4.414300808209335,7.33598761430219,10.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.891053473849925,-1.4322175484795554,ventromedial
1018143423101660115,C57BL6J-638850.56,5.988918521277374,6.11951082486339,10.8,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.6835642392181143,0.23432317868113134,dorsolateral
1018143557101160712,C57BL6J-638850.60,4.119654062613581,6.323947456421521,11.8,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.920046275034581,1.543135940815853,ventromedial
1018143423101300629,C57BL6J-638850.56,4.47077828277134,7.560840495400318,10.8,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.83457599928792,-1.8656527677333172,ventromedial
1017184920101370046,C57BL6J-638850.61,4.2854465887316655,5.776758876098405,12.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,2.0311714299320984,2.563121805609023,dorsolateral
1018143557101170448,C57BL6J-638850.60,4.567914304578164,6.235534706442422,11.8,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,1.4717860330699981,1.0914673153115677,dorsolateral
1018143557101390081,C57BL6J-638850.60,7.319849326615967,6.311373901754124,11.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.280148988967805,0.71706434539455,ventromedial
1018143423101470536,C57BL6J-638850.56,5.306676860497972,7.002851523496728,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.0013225784387120854,-2.07718162267667,ventromedial
1018133836101682074,C57BL6J-638850.54,5.3455364319603245,6.135465924317114,10.2,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.2571956060963654,-0.3549183865742339,ventromedial
1104095349101430198-1,C57BL6J-638850.59,6.605080762691234,7.018858256373348,11.4,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.6910400770575844,0.13158409260776394,ventromedial
1018135614101690109,C57BL6J-638850.55,5.952857758821602,5.900713319046941,10.4,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.5927674596709993,0.46335699870100366,dorsolateral
1017165415101430246,C57BL6J-638850.57,5.78085631542745,6.9593475615832165,11.0,0047 IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,Glut_2,0.13903779967002183,-1.8256704335914717,ventromedial
1018133836101100185,C57BL6J-638850.54,2.703542668835989,6.855083936178723,10.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,2.899189369220701,1.9904174093857614,ventromedial
1017163940100470215,C57BL6J-638850.58,4.117973189472443,6.507444548595164,11.2,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,0.9979691957309322,0.031106511246896465,ventromedial
1018143557101160350,C57BL6J-638850.60,3.989778788537196,6.074493147550309,11.8,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,2.049921549110966,2.112876547783381,dorsolateral
1017163940101010115,C57BL6J-638850.58,6.2248411903680605,6.558243662211454,11.2,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,1.108898805164685,0.09673758757314144,ventromedial
1017163940100460299,C57BL6J-638850.58,4.432640309613032,7.058436377559571,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.6833020755903432,-1.2640899600583602,ventromedial
1017194324100420736,C57BL6J-638850.64,6.594462694845269,5.585802775302578,13.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.04307281018788167,0.2389420108786311,dorsolateral
1017184920101370260,C57BL6J-638850.61,4.092948954403873,6.1247102681617545,12.0,0048 IT AON-TT-DP Glut_3,0176 IT AON-TT-DP Glut_3,Glut_3,2.223669064259891,2.262499989918977,dorsolateral
1017163940101000065,C57BL6J-638850.58,6.379449649551076,6.943687108591348,11.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.2635072643477008,-0.31380388930986125,ventromedial
1018143557101530379,C57BL6J-638850.60,6.585636434825375,7.044421590869197,11.8,0048 IT AON-TT-DP Glut_3,0176 IT AON-TT-DP Glut_3,Glut_3,0.5459360971772131,-1.4233675245172708,dorsolateral
1018135614101660280,C57BL6J-638850.55,5.051986659903437,7.205836662164886,10.4,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.30810363924716544,-1.9953917403424697,ventromedial
1017165415101140475,C57BL6J-638850.57,4.764768341885321,7.291868986180837,11.0,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.8770501738721075,-1.3803422622021149,ventromedial
1104095349101120272,C57BL6J-638850.59,6.095643366538695,6.255012619608054,11.4,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,1.181602680905046,0.6766821475672454,ventromedial
1104095349101440091-1,C57BL6J-638850.59,6.848873272964935,7.006682694433011,11.4,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.934832587331286,0.4733759068454024,ventromedial
1018133836201870118,C57BL6J-638850.54,5.818211491448594,6.096949796802986,10.2,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.21547945339190377,-0.3486265149424459,dorsolateral
1104095349101270144-1,C57BL6J-638850.59,6.165124287264046,6.528058957666846,11.4,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,1.2510836016303966,0.3329078448986007,ventromedial
1017165415101430443,C57BL6J-638850.57,6.006659540378115,6.767920273124297,11.0,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.3648410246206861,-1.2216675733554012,ventromedial
1018143423101470025,C57BL6J-638850.56,4.855592258389303,6.936444705738914,10.8,0047 IT AON-TT-DP Glut_2,0173 IT AON-TT-DP Glut_2,Glut_2,0.44976202366995643,-1.3782596427856266,ventromedial
1104095349101090169,C57BL6J-638850.59,4.583948029337392,6.212819465750068,11.4,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.33009265629625695,-0.3819454590286952,ventromedial
1104095349101120168,C57BL6J-638850.59,6.098890972776511,6.165948122996077,11.4,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,1.1848502871428614,0.8230798655553058,ventromedial
1017163940100600406,C57BL6J-638850.58,4.895628321842075,6.829997156638251,11.2,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.22031406336130033,-1.5118192000680337,ventromedial
1104095349101090068-1,C57BL6J-638850.59,4.733044204026862,6.128261526206227,11.4,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.18099648160678772,-0.44418139195011497,ventromedial
1017165415101140176,C57BL6J-638850.57,4.551867345909659,7.253851546104839,11.0,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.0899511698477697,-1.0381671235430423,ventromedial
1017163940100860111,C57BL6J-638850.58,5.954163273701661,7.1207800559287175,11.2,0047 IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,Glut_2,0.8382208884982854,-1.158711674649649,ventromedial
1104095349101240663-2,C57BL6J-638850.59,4.750198881961534,7.049166460680359,11.4,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.1638418036721152,-1.9361793113855181,dorsolateral
1017165415101570511,C57BL6J-638850.57,6.437594410664138,7.004449549327851,11.0,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.7957758949067095,-1.0292298117950982,ventromedial
1017155956100600183,C57BL6J-638850.49,8.063384215698672,7.449354595150982,9.2,0046 IT AON-TT-DP Glut_1,0168 IT AON-TT-DP Glut_1,Glut_1,2.767768914618774,0.8684751794473333,ventromedial
1017184920101370114,C57BL6J-638850.61,4.195893699991515,6.230423259101628,12.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,2.1207243186722486,1.957710400700667,dorsolateral
1018143423101330183,C57BL6J-638850.56,4.961366704206102,5.988049833538837,10.8,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.3439875778531576,-0.004949752212422109,dorsolateral
1018143423101640497,C57BL6J-638850.56,5.853110546410624,7.048992942259679,10.8,0047 IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,Glut_2,0.5477562643513645,-1.4282543704898172,ventromedial
1017165415101000498,C57BL6J-638850.57,4.389752920362204,7.101324086370973,11.0,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.2520655953952247,-0.5804447533851149,ventromedial
1017163940100600642,C57BL6J-638850.58,4.935945509809447,6.536400687403699,11.2,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.17999687539392806,-1.0966938757513254,ventromedial
1017165415100720262,C57BL6J-638850.57,3.381205250973293,6.390460286827199,11.0,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,2.2606132647841357,1.887343912941916,ventromedial
1017163940100740228,C57BL6J-638850.58,5.187265037553964,6.38590002567285,11.2,0049 IT AON-TT-DP Glut_4,0179 IT AON-TT-DP Glut_4,Glut_4,0.07132265235058899,-1.0002677036294014,ventromedial
1017163940101280371,C57BL6J-638850.58,7.60565935176052,6.6120392000315125,11.2,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,2.489716966557145,1.836754847912408,dorsolateral
1017165415101570108,C57BL6J-638850.57,6.129377193869776,6.959736997412082,11.0,0047 IT AON-TT-DP Glut_2,0173 IT AON-TT-DP Glut_2,Glut_2,0.48755867811234754,-1.365444441962206,ventromedial
1017163940100990458,C57BL6J-638850.58,6.870346006347505,7.081402395662885,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.7544036211441298,0.1155794855742367,ventromedial
1104095349101090181-1,C57BL6J-638850.59,4.750702021873558,6.204643801742521,11.4,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.16333866376009176,-0.5893990285499563,ventromedial
1017165415101730210,C57BL6J-638850.57,7.004457220851648,6.18772843299789,11.0,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.362638705094219,1.0234178296698668,ventromedial
1017163940101290072,C57BL6J-638850.58,7.190055202797298,6.314323136331953,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,2.0741128175939227,1.76221304001147,ventromedial
1017165415101560200,C57BL6J-638850.57,6.06674580454279,7.55324642110504,11.0,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.42492728878536123,-2.3952126898257218,ventromedial
1104095349101130503-1,C57BL6J-638850.59,6.509546776398437,6.3391133689445125,11.4,0048 IT AON-TT-DP Glut_3,0176 IT AON-TT-DP Glut_3,Glut_3,1.595506090764788,1.089800759507297,dorsolateral
1104095349101080084-2,C57BL6J-638850.59,4.2034419066438415,6.188722029638911,11.4,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.7105987789898078,0.159643539201172,ventromedial
1018143557201220076,C57BL6J-638850.60,7.0656385399884485,5.877279851463299,11.8,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.0259382023402868,1.07352478002337,ventromedial
1017184920100710515,C57BL6J-638850.61,6.37235946352764,5.818205516086047,12.0,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.05574144486387578,-0.11510755620542334,ventromedial
1018135614101680440,C57BL6J-638850.55,5.655765307743281,6.646963296836889,10.4,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.2956750085926787,-1.1201371937769813,ventromedial
1104095349101240186-4,C57BL6J-638850.59,4.7457335843789865,6.693910656965409,11.4,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.16830710125466286,-1.3634601649544336,ventromedial
1104095349101420027-1,C57BL6J-638850.59,6.205423227287833,6.960663562743033,11.4,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.2913825416541833,-0.3040306826031004,ventromedial
1017185048100560664,C57BL6J-638850.62,4.6189631783833,5.630105161543392,12.2,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,1.6466851433860308,2.288705275473107,dorsolateral
1018143423101660196,C57BL6J-638850.56,6.021430064540006,6.192447235776783,10.8,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.716075782480746,0.1609421432785911,dorsolateral
1018143557101200334,C57BL6J-638850.60,6.304107044624299,6.063338807553063,11.8,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.26440670697613733,-0.23030354396106423,ventromedial
1017163940100590454,C57BL6J-638850.58,5.131298965892797,7.011961307558014,11.2,0047 IT AON-TT-DP Glut_2,0172 IT AON-TT-DP Glut_2,Glut_2,0.015356580689421584,-2.0731592995350976,ventromedial
1017165415101870176,C57BL6J-638850.57,7.422061619040176,6.495531779042253,11.0,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.7802431032827473,1.0845101820955174,ventromedial
1017165415101300412,C57BL6J-638850.57,5.701664543455384,6.29173795878304,11.0,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.05984602769795533,-0.8652065275943921,dorsolateral
1017163940101000328,C57BL6J-638850.58,6.666365467822551,7.057378840003589,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.5504230826191758,-0.11581305889453519,ventromedial
1018143423101630080,C57BL6J-638850.56,5.2324135595045,7.343040928207966,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.07294072255476003,-2.5252574184227603,ventromedial
1018143557101210454,C57BL6J-638850.60,6.419756421567533,6.133840425101299,11.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.3800560839193716,-0.189867114508389,ventromedial
1017184920100710409,C57BL6J-638850.61,6.441140306257816,5.91260971892183,12.0,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.12452228759405237,-0.1747819940422134,ventromedial
1017163940100600699,C57BL6J-638850.58,4.972034088725772,6.509829097988352,11.2,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.14390829647760306,-1.102018340075254,ventromedial
1018143557101370576,C57BL6J-638850.60,6.682159297783589,6.648798589907196,11.8,0048 IT AON-TT-DP Glut_3,0177 IT AON-TT-DP Glut_3,Glut_3,0.6424589601354276,-0.6645148133344916,dorsolateral
1017163940100480321,C57BL6J-638850.58,4.112002523734238,6.157997539067841,11.2,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,1.0039398614691377,0.5965482004379026,dorsolateral
1017194324100870201,C57BL6J-638850.64,4.13928266807085,5.101619885664876,13.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,2.412107216586538,4.144023208310131,dorsolateral
1017184920100590293,C57BL6J-638850.61,6.876800911755399,6.019233363218278,12.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.5601828930916355,0.23117050722155852,dorsolateral
1018143423101330402,C57BL6J-638850.56,5.033721639075352,6.210345110217948,10.8,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.2716326429839082,-0.4552989673064698,dorsolateral
1018093344100630330-7,C57BL6J-638850.47,2.6916978642550617,7.098476569603401,8.8,0046 IT AON-TT-DP Glut_1,0168 IT AON-TT-DP Glut_1,Glut_1,5.760935208844895,5.386153280395903,ventromedial
1018143557101530457,C57BL6J-638850.60,6.4938879991631575,7.135883183107661,11.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.4541876615149958,-1.690614021504726,ventromedial
1018143557101200555,C57BL6J-638850.60,6.086804968739093,6.248452451062195,11.8,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.04710463109093155,-0.8129918862153137,dorsolateral
1017155956102780548,C57BL6J-638850.48,8.865075289315746,6.959730006629512,9.0,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,3.412692629858613,2.5024560895372367,ventromedial
1017184920200710486,C57BL6J-638850.61,6.3967402535280735,5.7952683695981335,12.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.08012223486430958,-0.046272484545251125,dorsolateral
1018143423101960114,C57BL6J-638850.56,6.354203539186335,7.395990354306237,10.8,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.0488492571270749,-1.3193000661543874,ventromedial
1018143423101310470,C57BL6J-638850.56,4.702800264493163,6.900493809075696,10.8,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,0.6025540175660966,-1.11886351796973,ventromedial
1017163940100610525,C57BL6J-638850.58,4.804518457566259,6.378447073009694,11.2,0046 IT AON-TT-DP Glut_1,0167 IT AON-TT-DP Glut_1,Glut_1,0.311423927637116,-0.6708917674068955,dorsolateral
1018143423101810233,C57BL6J-638850.56,6.208571162397318,6.811981502772987,10.8,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.903216880338058,-0.5800761824610872,ventromedial
1017163940100460182,C57BL6J-638850.58,4.304065496608974,6.984888001563299,11.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.8118768885944014,-0.9767288780959137,ventromedial
1018143423101960206,C57BL6J-638850.56,6.548001208366833,7.199927611648977,10.8,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.2426469263075735,-0.7502220651853506,ventromedial
1018143423101790226,C57BL6J-638850.56,5.805416939466012,7.612181466208156,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.5000626574067519,-2.3898931234941823,ventromedial
1017163940100860331,C57BL6J-638850.58,6.23253131458695,7.260012044048878,11.2,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,1.1165889293835747,-1.01277329803404,ventromedial
1017163940100320353,C57BL6J-638850.58,4.103674510930493,7.079653708295241,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.0122678742728821,-0.8629526935176991,ventromedial
1018143423101640269,C57BL6J-638850.56,5.751521325869587,6.825774910975642,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.4461670438103269,-1.2064383398915337,ventromedial
1018135614101280648,C57BL6J-638850.55,3.875780695730372,7.414834691156135,10.4,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.4843096034202303,-0.7735594754494872,ventromedial
1018143423201640342,C57BL6J-638850.56,5.797189646781753,6.99527134569575,10.8,0046 IT AON-TT-DP Glut_1,0170 IT AON-TT-DP Glut_1,Glut_1,0.4918353647224931,-1.4164848615247172,ventromedial
1017165415101150420,C57BL6J-638850.57,4.858217146928461,6.705770685258767,11.0,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.7836013688289674,-0.5687825731385305,ventromedial
1017165415101580279,C57BL6J-638850.57,6.289782742476057,6.659049841255265,11.0,0047 IT AON-TT-DP Glut_2,0171 IT AON-TT-DP Glut_2,Glut_2,0.6479642267186287,-0.673591217050844,ventromedial
1017185048101230160,C57BL6J-638850.62,6.881639225393121,5.656582528282252,12.2,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.61599090362379,0.8835787124445489,dorsolateral
1104095349101270868,C57BL6J-638850.59,6.271064810569054,6.876064799572252,11.4,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.3570241249354043,-0.0822548628795996,ventromedial
1104095349101430163-1,C57BL6J-638850.59,6.827728146607452,6.97980711845739,11.4,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.9136874609738026,0.48829610599096296,ventromedial
1018143423101300348,C57BL6J-638850.56,4.3795215612711225,7.270143501906562,10.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.9258327207881374,-1.2811740955122384,ventromedial
1017163940100450416,C57BL6J-638850.58,4.663810236932008,7.1627755135013205,11.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.4521321482713674,-1.7362390373314236,ventromedial
1017163940100460188,C57BL6J-638850.58,4.3641337183935445,7.101495785625522,11.2,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.7518086668098309,-1.242205830677167,ventromedial
1017184920100720461,C57BL6J-638850.61,6.431546414755555,5.985533679571482,12.0,0050 IT AON-TT-DP Glut_5,0184 IT AON-TT-DP Glut_5,Glut_5,0.11492839609179129,-0.3038189618283783,dorsolateral
1017163940100990354,C57BL6J-638850.58,6.891015403464259,7.321976321567092,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,1.7750730182608834,-0.2409279345539812,ventromedial
1017163940100450097,C57BL6J-638850.58,4.404947174869189,7.274012689925539,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.7109952103341861,-1.5714259496134277,ventromedial
1017165415101570184,C57BL6J-638850.57,6.124847283257029,7.1943781898094095,11.0,0049 IT AON-TT-DP Glut_4,0181 IT AON-TT-DP Glut_4,Glut_4,0.4830287674996008,-1.745807031043725,ventromedial
1018143423101460028,C57BL6J-638850.56,4.538780038891247,7.493443105917696,10.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.7665742431680131,-1.8480378279853618,ventromedial
1017185048201230044,C57BL6J-638850.62,6.914080669679271,5.389127436786989,12.2,0048 IT AON-TT-DP Glut_3,0177 IT AON-TT-DP Glut_3,Glut_3,0.6484323479099405,1.3532035291366475,dorsolateral
1017163940100460331,C57BL6J-638850.58,4.429763339034878,6.97909135926399,11.2,0049 IT AON-TT-DP Glut_4,0180 IT AON-TT-DP Glut_4,Glut_4,0.6861790461684976,-1.1336898707281078,ventromedial
1018143557101210504,C57BL6J-638850.60,6.356371428629807,6.18849968186516,11.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,0.3166710909816457,-0.36089023094871886,ventromedial
1018143423101300042,C57BL6J-638850.56,4.105704200774392,7.276389626532117,10.8,0050 IT AON-TT-DP Glut_5,0183 IT AON-TT-DP Glut_5,Glut_5,1.1996500812848678,-0.9290725903864671,ventromedial
