n_genes_by_counts,total_counts,pct_counts_mt,pct_counts_ribo,doublet_score
1941,4139.0,0.024160426,0.26576468,0.02888467214842927
2467,5813.0,0.034405645,0.20643386,0.012360939431396788
2224,4676.0,0.0213858,0.3635586,0.029282783986419578
2794,7463.0,0.066997185,0.2545893,0.004611443210930829
2878,6350.0,0.11023622,0.33070865,0.0241370360757851
2406,5585.0,0.017905103,0.35810205,0.006289308176100629
773,1402.0,0.0,0.28530672,0.023801844804231434
5455,24427.0,0.0040938305,0.15556556,0.18503839484765913
4339,13196.0,0.07578054,0.2500758,0.09536307961504811
2415,5166.0,0.038714673,0.25164536,0.038480272771553824
2750,6922.0,0.014446692,0.26004043,0.016285186636073645
5147,21332.0,0.028126758,0.15938497,0.031783402001177165
2463,5434.0,0.018402651,0.29444242,0.020066285025610125
1973,3748.0,0.34685165,0.48025614,0.006773232186399349
2334,4849.0,0.020622808,0.24747372,0.11499663752521858
1517,2560.0,0.078125,0.3125,0.004758026490633975
4819,17537.0,0.0,0.20528026,0.02888467214842927
1648,3607.0,0.0,0.52675354,0.019777058612010068
2971,7709.0,0.0,0.22052146,0.07062146892655366
2213,5246.0,0.038124286,0.133435,0.0025418599959653016
3315,9684.0,0.0,0.2684841,0.038480272771553824
4220,12855.0,0.015558148,0.16336055,0.06636568848758465
4392,16833.0,0.0,0.12475494,0.04543025120256547
3342,11337.0,0.026462026,0.23815826,0.004465994640806431
3697,11631.0,0.0,0.15475884,0.02125562195798164
2847,6716.0,0.044669446,0.14889815,0.0241370360757851
4539,17349.0,0.103752375,0.18444867,0.031783402001177165
3046,9229.0,0.01083541,0.17336656,0.02551834130781499
5106,22750.0,0.07472527,0.114285715,0.08889504292439766
2843,6838.0,0.043872476,0.20473823,0.11276701440635871
2452,5907.0,0.03385813,0.20314881,0.015301925080897274
5171,22382.0,0.004467876,0.15637566,0.18503839484765913
3385,9753.0,0.02050651,0.23582487,0.0241370360757851
2422,5174.0,0.07730962,0.23192887,0.08445630420280188
3261,10050.0,0.029850746,0.24875621,0.036429585238921314
3684,13834.0,0.028914269,0.18071418,0.0241370360757851
4899,16225.0,0.03697997,0.20955317,0.18503839484765913
