gene_identifier,symbol,log2FoldChange,lfcSE,pvalue,padj,baseMean
ENSMUSG00000032512,Wdr48,-0.10752177936722689,0.06343673058963015,0.09008582482674957,0.21754160085098806,126.33794874037793
ENSMUSG00000117406,Ntn3,-0.15628996360197678,0.092225843249377,0.09014299196429287,0.21765202171959735,30.091507888094498
ENSMUSG00000037759,Ptger2,0.9070043990537474,0.5352733099205663,0.09017606673870569,0.21770425046156563,0.6340438931686022
ENSMUSG00000087163,Gm16230,0.2866502628445414,0.16921000788950227,0.09025572729084488,0.21786891967783698,5.947077654549156
ENSMUSG00000109080,Gm38944,-0.3398387808354653,0.20063920183208517,0.09030698834182005,0.21796500205719166,1.9378457128802757
ENSMUSG00000087611,4930458D05Rik,-0.9761014099595646,0.5764019442836545,0.09037197701225431,0.21809418884702855,0.5466971817987805
ENSMUSG00000020183,Cpm,-0.3330574593387563,0.19672340141678665,0.09045088026572243,0.21822923857642404,2.3722816730554124
ENSMUSG00000029291,Rufy3,-0.13205670960711788,0.07800014175203346,0.09044944070646878,0.21822923857642404,545.0748563358643
ENSMUSG00000045731,Pnoc,1.1330694601610856,0.6693204127171435,0.09048106443758797,0.21827438116417366,1.613665187067523
ENSMUSG00000031488,Rab11fip1,0.5665770282837258,0.3347239475283629,0.09051838743206045,0.2183367316479673,0.875619759010316
ENSMUSG00000020946,Gosr2,0.12711860983433787,0.07510904978560304,0.0905594485967388,0.21840808190978178,111.79263927417271
ENSMUSG00000048039,Isg20l2,0.1747832934716041,0.10328206224410293,0.0905905231526146,0.21842764416417493,18.16527386445937
ENSMUSG00000040429,Mterf1a,0.20330108998352334,0.12013118529918256,0.09058389387689253,0.21842764416417493,15.025179407433333
ENSMUSG00000042895,Abra,0.9523649610325406,0.5628133580154309,0.09061726287583499,0.21843674720601683,1.6953447164070012
ENSMUSG00000023048,Prr13,0.129518278457004,0.0765391149809227,0.0906108645782423,0.21843674720601683,186.76727026758138
ENSMUSG00000021263,Degs2,0.6107756946221905,0.36107969744170143,0.09073638722852936,0.21869619037571808,0.5234713893321212
ENSMUSG00000020300,Cpeb4,0.0842246581089879,0.049802720407402655,0.09080513853887656,0.21883417222746235,316.8511212382368
ENSMUSG00000062200,Vmn2r7,-0.6137290901857991,0.36294979396168625,0.09084680722345201,0.21890686011639657,0.9025016184604636
ENSMUSG00000051390,Zbtb22,-0.1806919302014508,0.10688619411967568,0.09093087351429217,0.21903631493054265,42.57464817797946
ENSMUSG00000050075,Gpr171,0.9601826366841119,0.5679745427026504,0.090925044690114,0.21903631493054265,0.1178712299878498
ENSMUSG00000002731,Prkra,0.2828196573960923,0.1673008283138575,0.09093507229401944,0.21903631493054265,16.11891223254029
ENSMUSG00000085891,Gm14634,0.22870811243836137,0.13530151053340134,0.09095931312166364,0.21906696706247994,10.014106470836202
ENSMUSG00000086288,Gm15265,0.4899033298549278,0.2898602970509035,0.09100193447194664,0.21914187359421683,0.7955531728717198
ENSMUSG00000040771,Oard1,0.2502284733045483,0.14806759537150266,0.09103540091956955,0.2191669788779918,33.05342847402361
ENSMUSG00000031703,Itfg1,0.10980062068293284,0.06497090762185419,0.09102858242851905,0.2191669788779918,416.92344064359725
ENSMUSG00000040165,Cd209c,-0.7997414012326133,0.47326645910458703,0.09105985965776629,0.21917651401118668,0.27868274382094604
ENSMUSG00000029767,Calu,-0.13674667203443036,0.08092381148534863,0.09106240363458891,0.21917651401118668,86.80039212330908
ENSMUSG00000101845,Gm28198,0.31958801322157765,0.1891808655582345,0.09115711688958802,0.21937672254364612,44.90874587175976
ENSMUSG00000026220,Slc16a14,0.18709228210799383,0.11077431344397948,0.09122900284197856,0.21952195169058944,19.505634876141738
ENSMUSG00000005893,Nr2c2,0.09392359917786912,0.05561509303611636,0.09125490272167912,0.21955650301975763,207.6932260402592
ENSMUSG00000084984,Far1os,0.24801506678263024,0.14686511211183936,0.09127177643423068,0.21956933167486148,8.401228893884912
ENSMUSG00000045752,Tssc4,0.11120340117902093,0.06585362886534368,0.09128748133421814,0.2195793456697643,76.02097605853544
ENSMUSG00000001552,Jup,-0.24805701191914864,0.14691802096997594,0.09133365401183642,0.219662633871198,47.432486829327146
ENSMUSG00000037533,Rapgef6,-0.15749407082036343,0.09329673977082388,0.09139235453799924,0.2197760273961443,351.7759983621203
ENSMUSG00000078350,Smim1,0.34544769088001487,0.20465301909502148,0.09141742481458458,0.2198085300395168,4.852121572707601
ENSMUSG00000027669,Gnb4,0.29847465524034283,0.17683556486101837,0.09143704395394546,0.2198279191431642,76.09473722465795
ENSMUSG00000030199,Etv6,-0.1568475022702906,0.09294847953594765,0.09151356875798111,0.21998409553346382,31.99359801758711
ENSMUSG00000111950,Gm48893,-0.21293816985187491,0.12621273719847922,0.09157702556376354,0.22010882303538065,14.828502322355892
ENSMUSG00000020633,Dcdc2c,-0.563943861084356,0.33428570350648107,0.09160112057751306,0.22013892342933405,1.5208347650096603
ENSMUSG00000061046,Haghl,0.16253000597004075,0.09635929030075975,0.09165947283213689,0.220251333984915,86.26023497510282
ENSMUSG00000111938,2900045O20Rik,-0.5263016476274017,0.3120477926966428,0.09167915711013733,0.22027081142501295,1.1002966598533992
ENSMUSG00000072949,Acot1,-0.32916419740563474,0.1952113426831663,0.09175843658039518,0.22043345087832272,4.329586130619486
ENSMUSG00000027189,Trim44,0.07397063497910034,0.04387046066728281,0.09177368127789116,0.22044223644325778,606.599883387357
ENSMUSG00000033918,Parl,0.14856341423757946,0.08812261494342809,0.09182053227806919,0.22047155816490666,48.833806972545084
ENSMUSG00000041560,Nop53,0.22712661463894168,0.13472360552614968,0.09182065576853214,0.22047155816490666,156.65747155839927
ENSMUSG00000025591,Tma16,0.13205775077119006,0.07833158131445718,0.09181865794273643,0.22047155816490666,36.3038416784876
ENSMUSG00000010825,Grid2ip,-0.663703888918558,0.39371123510208794,0.09184142952662593,0.2204730841808528,0.4167205578689811
ENSMUSG00000063457,Rps15,-0.14173109045843177,0.08407611568818454,0.09184446972946059,0.2204730841808528,2077.9415825596143
ENSMUSG00000001891,Ugp2,0.18639053106527162,0.11059471766029758,0.09192154609342108,0.2206302665759832,139.83682358175142
ENSMUSG00000028637,Ccdc30,-0.10011992826442513,0.05940961143992623,0.09194073564224634,0.2206408656091763,100.4621257604899
ENSMUSG00000043391,2510009E07Rik,0.20416087275510897,0.12114903245310531,0.09194915803982073,0.2206408656091763,110.72997839491343
ENSMUSG00000097296,Gm26532,0.23131863227650395,0.1372899565143365,0.0920095749776246,0.22075799651586964,8.276417194249031
ENSMUSG00000026604,Ptpn14,0.4777809151956439,0.2835850695023069,0.09202934951493587,0.22077759712132913,23.48201196067448
ENSMUSG00000085316,D330050G23Rik,0.16597536810798685,0.09853201768695669,0.09208863778886281,0.22086412573062608,20.360765880098505
ENSMUSG00000047238,Mageh1,0.22986495348505573,0.13645756813570178,0.09208199470166979,0.22086412573062608,66.22524615806887
ENSMUSG00000085129,5031425F14Rik,-1.8412882013114122,1.0933830850109456,0.09217617426515849,0.2210462043640962,0.45545593158753517
ENSMUSG00000035441,Myo1d,-0.2868957269543528,0.17039173689832732,0.09223153712350328,0.22113415048413,61.60390760570491
ENSMUSG00000032085,Tagln,-0.951582325535793,0.5651671338126582,0.09223609567344257,0.22113415048413,0.2253975470218102
ENSMUSG00000023150,Ivns1abp,-0.11553280841811582,0.06862731092688823,0.0922819175325687,0.22121612892383907,187.34304410167547
ENSMUSG00000080717,B230307C23Rik,0.11706422050613995,0.0695528109433789,0.09235605617363957,0.22136595850413496,36.94264284953299
ENSMUSG00000021939,Ctsb,-0.10024593368668484,0.05958596485263295,0.09249615881622464,0.22167383790877518,445.12050032708004
ENSMUSG00000038605,Samd10,-0.16275975015835134,0.09675572021262711,0.09253551845184756,0.22174023214862676,40.14236360218483
ENSMUSG00000025324,Atp10a,0.34960361149012426,0.20786697346349964,0.09259555823823479,0.22185615868062705,11.705298840308238
ENSMUSG00000035933,Cog5,-0.13610033814266612,0.08092892196680887,0.09262182589313846,0.2218709393231584,191.178995564749
ENSMUSG00000045991,Onecut2,-0.938250995625519,0.5579147973366663,0.09262505257067515,0.2218709393231584,12.348852734972017
ENSMUSG00000046637,Ttc34,0.22336100542841655,0.1328627974731904,0.09273566295449878,0.2221079254748061,7.43163963030173
ENSMUSG00000046387,Pcdhb17,0.21680582001470614,0.12897319949263036,0.09276009580579324,0.22211051763491635,26.199391207844023
ENSMUSG00000057322,Rpl38,-0.11949364709787433,0.0710820832642401,0.09275016740008163,0.22211051763491635,2096.7069347939523
ENSMUSG00000029600,Rita1,0.1756830790342511,0.1045167326964603,0.09278066145878837,0.2221318026166612,37.58864858398346
ENSMUSG00000074388,Gm5544,-0.5389057919665987,0.3206426381958682,0.0928201642466519,0.22219841507843283,1.8788991955499905
ENSMUSG00000102608,Gm37267,-0.9406122518656993,0.5596737621916592,0.09283211814288643,0.22219907090466426,0.34866882128744775
ENSMUSG00000029199,Lias,0.11522038752822422,0.06856400667979748,0.09286411669280246,0.22224769857389282,94.99382663904905
ENSMUSG00000113831,Gm49602,0.2435139149915907,0.1449350651323076,0.09292643658027677,0.22236887163562077,21.855002156865957
ENSMUSG00000086825,Gm15675,-0.42998205492498603,0.2559965071760936,0.09302731808047536,0.22258227885334714,1.4982391279524263
ENSMUSG00000024072,Yipf4,0.14769540123967426,0.08794162523444184,0.09306030390415791,0.22263320189546026,129.30717474823737
ENSMUSG00000032344,Cgas,0.3772904651447134,0.22471153665863458,0.09315222147310064,0.2228250800080808,3.543586914904558
ENSMUSG00000031781,Ciapin1,0.12535805839376962,0.07467504942544245,0.0932077766248968,0.22292993996882532,84.1971046841542
ENSMUSG00000042155,Klhl23,0.17056358531876026,0.10161603263745317,0.09324746787224382,0.2229898563790929,182.32726137409765
ENSMUSG00000000355,Mcts1,0.1514145925082792,0.09021013390749678,0.09325627088688306,0.2229898563790929,125.0272382033158
ENSMUSG00000118204,4930414N06Rik,0.29426101744819566,0.17532535347390243,0.09327466347246302,0.22300580594446856,17.09495589473773
ENSMUSG00000048218,Amigo2,-0.7910564900703664,0.47137029339209957,0.09330687616533909,0.22305478916428886,0.8690538800496037
ENSMUSG00000023473,Celsr3,-0.13529687112067534,0.08062569337540669,0.09333025370876605,0.22308264185897292,69.44961300748666
ENSMUSG00000026878,Rab14,0.07425788300326644,0.04426032409700806,0.09339536574232638,0.22321023088970063,644.5685837511559
ENSMUSG00000073158,9030624G23Rik,-0.23161639582574733,0.13807269366837802,0.09344552464446497,0.2233020551232636,9.717049283844341
ENSMUSG00000031671,Setd6,0.1725964732906175,0.10290974534705266,0.09351050559889447,0.22335222096793975,26.362872928128148
ENSMUSG00000079666,1700015F17Rik,0.46249519414390294,0.2757727185922378,0.09352522036535996,0.22335222096793975,2.0754070709491486
ENSMUSG00000099868,Gm28792,-0.5696871175141366,0.3396512291005416,0.09348952326237964,0.22335222096793975,3.099323014764673
ENSMUSG00000104985,Gm42917,0.24720290495244937,0.1473845623555186,0.09349075705971274,0.22335222096793975,11.852860120282411
ENSMUSG00000118070,Gm50209,-0.2871774654258898,0.17123368393901894,0.09352126854796267,0.22335222096793975,3.9217790896459315
ENSMUSG00000063564,Col23a1,-1.0347612606932264,0.6171936374137988,0.09362884080439123,0.2235452661495803,54.879007323171194
ENSMUSG00000032254,Kif23,-0.7296058668994055,0.4351816193019701,0.0936295563856106,0.2235452661495803,0.33521122049593866
ENSMUSG00000029423,Piwil1,-0.5710670642231365,0.3406384818444087,0.09364796692703181,0.2235591076530443,0.5146430545390864
ENSMUSG00000036168,Ccdc38,0.6727586967736222,0.4013103205107206,0.09365885660191144,0.2235591076530443,0.4622465585629699
ENSMUSG00000003429,Rps11,-0.19791597954714232,0.11810484060490276,0.0937841968751095,0.22383020466090617,1526.5812941092177
ENSMUSG00000109754,Gm39214,0.3530014991462967,0.21067979960666244,0.09382919722401702,0.22388143082775613,1.7726460729821816
ENSMUSG00000046186,Cd109,0.536666426129769,0.32029402486657627,0.0938277326316847,0.22388143082775613,1.0021915242496564
ENSMUSG00000028622,Mrpl37,-0.13109270709397214,0.07825092207125381,0.09387804859902707,0.22391374079085896,44.69682956066273
ENSMUSG00000089687,Rab42,-0.373256001737814,0.2227997198447803,0.09387571017148207,0.22391374079085896,12.30551743468742
ENSMUSG00000021876,Rnase4,0.8988921960016643,0.5365233987400582,0.09385545000383047,0.22391374079085896,0.19748066651319024
ENSMUSG00000021417,Eci2,-0.36766204806567493,0.2195460005057568,0.09400351463024116,0.22415678896035446,18.65774440322017
ENSMUSG00000078546,Zfp995,-0.1790910088562028,0.1069424747155243,0.09400330189728812,0.22415678896035446,22.69781103955314
ENSMUSG00000104886,Gm43000,0.7944014237665176,0.4743875953179055,0.09401606823094513,0.22415862664813888,0.17758395785037545
ENSMUSG00000115518,Gm10791,0.6393048336225889,0.3818322039075519,0.09407002134598957,0.22425915865740675,0.5019162535242258
ENSMUSG00000085995,Gm2788,-0.7562588313977076,0.45170374959709764,0.09408416061149551,0.22426476274565726,0.21839977892473103
ENSMUSG00000090115,Usp49,-0.1701873142402367,0.10167827273727952,0.09417335151498579,0.22442697955915034,34.3169748484509
ENSMUSG00000024383,Map3k2,0.08107953918613263,0.048441266522281035,0.09417580833792562,0.22442697955915034,153.49916453810516
ENSMUSG00000027805,Pfn2,0.12844733207467735,0.07674542025528451,0.09419336017400654,0.22444069187754262,1511.7004927678265
ENSMUSG00000006143,Upk3bl,0.20916508358273073,0.12500204557198907,0.09426957355240992,0.2245941599575512,10.071032781273443
ENSMUSG00000022841,Ap2m1,-0.1048201635419311,0.06265115753050884,0.09431228681596611,0.22466778667504875,920.1646303251943
ENSMUSG00000087115,Pcsk2os2,-0.4850724710861838,0.28994310008473223,0.09432888167441819,0.22467223501066838,1.148085855166844
ENSMUSG00000024515,Smad4,-0.10317275005625785,0.061671268607686076,0.09433777403622892,0.22467223501066838,92.05423754727035
ENSMUSG00000025477,Inpp5a,-0.21238057254736006,0.12696917650145037,0.09438756214264385,0.2247626714484487,126.4992250172418
ENSMUSG00000033213,AA467197,-0.6867689661392337,0.41059276951631013,0.09440054967520226,0.22476546395757793,1.3952142358018789
ENSMUSG00000022661,Cd200,0.1973882455045861,0.11802073108249303,0.09442815053507074,0.22480304539847148,289.7519298118727
ENSMUSG00000078627,March10,0.28496525385189764,0.17041049792788646,0.09447931593182181,0.2248404436185862,6.877939942986435
ENSMUSG00000010047,Hyal2,0.2579822926496843,0.15427192191927255,0.0944736660120135,0.2248404436185862,8.367016782082917
ENSMUSG00000034227,Foxj1,-0.3843200143858437,0.2298205942316164,0.09447286850677587,0.2248404436185862,2.280575659074688
ENSMUSG00000032083,Apoa1,-0.3300176427825871,0.19744731775580926,0.094638501363164,0.2251911006795287,10.215784003795012
ENSMUSG00000047632,Fgfbp3,0.18939211740876485,0.11332133979958718,0.09466563819611439,0.22522750138105052,35.68850823808446
ENSMUSG00000097277,2900076A07Rik,0.14949261385042814,0.08945546805501722,0.09469402160111524,0.2252668584393668,52.866725486663384
ENSMUSG00000020882,Cacnb1,-0.10009379208342399,0.059898111424429835,0.09470833018503474,0.22527272736185308,192.00816956200657
ENSMUSG00000094841,Gm10610,0.75168071290698,0.4499482316572819,0.0948019437633192,0.22543902226917306,0.2744644189476795
ENSMUSG00000091780,Sco2,0.23709710623013228,0.14192199296448343,0.09479761411799019,0.22543902226917306,29.672173897202033
ENSMUSG00000035372,1810055G02Rik,0.1863528706810908,0.1115629062321437,0.09484345375662007,0.22550954434019999,31.759097069010892
ENSMUSG00000030123,Plxnd1,0.35274231653849064,0.21126915994736672,0.09499166430429115,0.2258337192857829,106.41708617988574
ENSMUSG00000069208,Zfp825,0.33452356827607216,0.2003912594296297,0.09504762205328376,0.2259385182983469,13.416106701707387
ENSMUSG00000087213,2810408I11Rik,0.3419747510981444,0.20489561292820882,0.09511353694557922,0.22606695737789845,6.1254648382121095
ENSMUSG00000023927,Satb1,-0.45063795679691726,0.270031928527893,0.09515065442198646,0.22612692688617994,77.16803939489937
ENSMUSG00000055972,2810407A14Rik,-0.6759441368328699,0.4051759713431925,0.09526154345674821,0.22636217870611766,0.4410334433437312
ENSMUSG00000085514,Bcas3os2,0.9127587297873562,0.5474431224050836,0.09545229371910291,0.2267871157377562,0.3468673418754232
ENSMUSG00000004347,Pde1c,0.22503268429318204,0.1350121865562905,0.09556247251664285,0.22702053910547124,14.893338946245024
ENSMUSG00000068270,Shroom4,0.2451324042749421,0.14708329560582897,0.09558939131106454,0.22705613438652666,27.666058720694668
ENSMUSG00000001911,Nfix,0.5584005519691275,0.3353083459951358,0.09584604200061426,0.2276089256047542,295.63386263399696
ENSMUSG00000068040,Tm9sf4,0.09321240351187224,0.055970943753225005,0.09583870107424337,0.2276089256047542,138.20644507956962
ENSMUSG00000105203,4933428P19Rik,-0.542052407417255,0.3255749981242204,0.09593111899662184,0.227741796113199,0.4749311279412801
ENSMUSG00000090958,Lrrc32,0.6965000949631562,0.41834049148232466,0.09593031824219145,0.227741796113199,4.656402269698462
ENSMUSG00000030203,Dusp16,-0.496051168050262,0.29795118715887214,0.09593790759310224,0.227741796113199,11.601120945557204
ENSMUSG00000020415,Pttg1,0.3272324967224481,0.19663454774766972,0.09607929314867024,0.22804896729386184,33.94189588743704
ENSMUSG00000031323,Dmrtc1a,0.18522783429240558,0.11133291658131292,0.09616654014075639,0.22822757730011844,23.197835886430628
ENSMUSG00000031168,Ebp,-0.3402585209955756,0.20454148795397165,0.09620871840481961,0.2282991965739414,27.1362660983429
ENSMUSG00000017132,Cyth1,-0.19134258224677342,0.11502841192799663,0.09622487748537797,0.2283090632678761,103.42639378236292
ENSMUSG00000019235,Rps6kl1,-0.15196105254224604,0.0913762703842154,0.09630736450329302,0.22843530385635347,79.4712108090326
ENSMUSG00000044791,Setd2,-0.09963249083122828,0.059911600192328045,0.09631410703489335,0.22843530385635347,178.3010277968
ENSMUSG00000021500,Ddx46,0.10597859465554062,0.0637263109669939,0.09630697157112443,0.22843530385635347,129.35779017454166
ENSMUSG00000029641,Rasl11a,0.7490199971821208,0.4505204787643839,0.09639935643232365,0.22846659483848575,21.712349515239953
ENSMUSG00000022674,Ube2v2,0.10922442096828312,0.06569012581198239,0.09636808534074268,0.22846659483848575,314.19933276761157
ENSMUSG00000066441,Rdh11,-0.17794206948266134,0.10702532865999209,0.0963892408448678,0.22846659483848575,24.65238067838717
ENSMUSG00000051391,Ywhag,-0.09958316330399572,0.05989665111938276,0.09639590494457648,0.22846659483848575,2106.361735125431
ENSMUSG00000098108,Gm27008,0.20270280545959032,0.12191231654838149,0.0963738217984998,0.22846659483848575,16.865863157029064
ENSMUSG00000021665,Hexb,-0.19595100523162534,0.11784287580485962,0.09634929689730685,0.22846659483848575,21.794163541468055
ENSMUSG00000006398,Cdc20,-0.8579516387092396,0.5160760621690563,0.09642219670162289,0.22849226084350693,0.40340708614150883
ENSMUSG00000009640,Dmap1,0.18995712787346078,0.11428398766930033,0.09648270631186,0.228607174601672,14.72699447725681
ENSMUSG00000035437,Rabgap1,-0.07559937646775272,0.04548767759098651,0.09651781586244064,0.22866188405567506,291.01591419995594
ENSMUSG00000028899,Taf12,0.16074350237848817,0.0967313536381738,0.09656254741761075,0.228739372689905,76.06986566051575
ENSMUSG00000045045,Lrfn4,0.12548515651165293,0.07552588363275635,0.09661598938008673,0.22883747285442854,77.46067158603151
ENSMUSG00000107319,Gm42670,0.5245220314198065,0.31575106467083514,0.09667559835449312,0.22889316528884593,2.9062446958811075
ENSMUSG00000041828,Abca8a,-1.0714239153730407,0.6449587789264664,0.09666756044838852,0.22889316528884593,3.675626456085488
ENSMUSG00000090077,Lime1,-0.5959170087540507,0.3587285171736799,0.09667485492079121,0.22889316528884593,0.6207799308942932
ENSMUSG00000074649,BC029722,0.20139615750026726,0.12125456502498047,0.09672615981061058,0.22898437832715976,218.15090196434738
ENSMUSG00000034379,Wdr5b,0.28870361714259607,0.17385297864678678,0.09678992399571666,0.22910682021830456,6.233267773326242
ENSMUSG00000031373,Car5b,-0.49277440678174506,0.2967678218061699,0.09681970677008504,0.2291488058713732,1.6470212308559176
ENSMUSG00000087586,Gm6938,0.9071585746449605,0.5464070686725673,0.09686923427031284,0.22923750625182626,0.20665798942762686
ENSMUSG00000027300,Ubox5,0.16890144432872725,0.10180094075800583,0.09708870970304888,0.22972831012323405,34.06126353475773
ENSMUSG00000020334,Slc22a4,-0.39866803478046864,0.24033863624355178,0.0971608769090553,0.22981331870171182,6.8504413483337245
ENSMUSG00000002297,Dbf4,0.4042156367955003,0.24367935113401454,0.09715582809843915,0.22981331870171182,2.928261637598905
ENSMUSG00000042719,Naa25,0.18490414062904964,0.11146738417116492,0.09715240454227637,0.22981331870171182,103.4826237212919
ENSMUSG00000026700,Tnfsf4,-0.892944415027432,0.5383745088613986,0.09719774967016455,0.2298719529742927,1.91344510683661
ENSMUSG00000021958,Pinx1,0.20590299517469035,0.12420637146826714,0.09736812758025784,0.23024627210526105,26.80548950271943
ENSMUSG00000078453,Abracl,-0.3822204331603272,0.23065262398447828,0.09749402722827599,0.230515333580751,27.607928437349244
ENSMUSG00000061286,Exosc5,0.24533670551530917,0.14806481635681507,0.09752861742828439,0.2305684625271135,18.440379494215975
ENSMUSG00000036667,Tcaf1,0.2203650224996368,0.13303691878965176,0.09763677921145922,0.23078410041498512,608.101278362154
ENSMUSG00000013766,Ly6g6e,0.9615537678105154,0.5805138224510407,0.09764409294786666,0.23078410041498512,68.99649742894523
ENSMUSG00000070469,Adamtsl3,-0.47175524837226757,0.28482657563414865,0.09766321875138594,0.23080063025172248,1.281407856788944
ENSMUSG00000004099,Dnmt1,-0.11136691411052603,0.06724613687304315,0.09769980241806683,0.23083042189394595,56.252726763517856
ENSMUSG00000036114,Rpp25l,0.16341333205417047,0.09867315516296371,0.09770009236175635,0.23083042189394595,46.69712088280137
ENSMUSG00000022682,Rrn3,-0.10806801912055113,0.06526195779131197,0.09773976504011042,0.2308728244962484,134.3904100255001
ENSMUSG00000086487,Gm11638,-0.4991200235622927,0.3014267697217648,0.09775051463493299,0.2308728244962484,7.424570867107468
ENSMUSG00000039110,Mycbpap,-0.3938291857561679,0.23785129951217193,0.09776658295530788,0.2308728244962484,4.806553085800732
ENSMUSG00000024552,Slc14a2,0.2200791831378975,0.13291419260226608,0.09776253656314772,0.2308728244962484,11.639280160247704
ENSMUSG00000030754,Copb1,0.1151853436176673,0.06958946559967104,0.09788142882154781,0.23107374641630912,55.50067684267655
ENSMUSG00000020284,Cfap410,-0.1479656196794491,0.08939463627309091,0.09788480239827663,0.23107374641630912,79.19274758493812
ENSMUSG00000067336,Bmpr2,-0.07090950091419626,0.042840975096579706,0.09788810567541187,0.23107374641630912,440.38910385173665
ENSMUSG00000032382,Snx1,-0.12417629397381201,0.07503442880700867,0.09793986950751064,0.23116725527430304,77.20619668926663
ENSMUSG00000099681,1700052K11Rik,0.1732994771797036,0.104729225891889,0.09797756349467782,0.23122753602812934,18.120803081816362
ENSMUSG00000097995,Gm24362,0.4666671790993504,0.28204170688316804,0.09800496478852103,0.2312348319653757,1.130333548023449
ENSMUSG00000097120,Gm26887,0.7619307291811548,0.4604827958445149,0.09799865711489486,0.2312348319653757,0.16834929694400552
ENSMUSG00000021622,Ckmt2,-0.36896746484557064,0.2230233488477414,0.09804841830104133,0.23130866936495664,4.504666016836208
ENSMUSG00000025019,Lcor,-0.09437055283017784,0.057047801950595334,0.0980794814873788,0.23135326172546736,242.82572336989386
ENSMUSG00000117334,A730006G06Rik,0.8254085601049796,0.4991933064083896,0.09823223068432918,0.2316274115689983,0.33902090784224387
ENSMUSG00000024647,Cbln2,-0.3508890125740508,0.21219742141335812,0.09820942925142667,0.2316274115689983,87.5105060063048
ENSMUSG00000026870,Cutal,0.8259738102243248,0.4995307468885905,0.09822925999121646,0.2316274115689983,0.15967731172416216
ENSMUSG00000032384,Csnk1g1,-0.08741697795303101,0.05287069748011296,0.09824730274344083,0.2316342405987382,283.07800008697774
ENSMUSG00000036905,C1qb,0.8487636805492762,0.5134188217305394,0.09829821716512432,0.23168944769432706,0.29728432438353025
ENSMUSG00000041530,Ago1,-0.11266867979855907,0.06815471100101901,0.09830416293084969,0.23168944769432706,84.03355871034476
ENSMUSG00000062101,Zfp119b,0.35022867825058224,0.21185970958009087,0.09830725514027587,0.23168944769432706,7.042588284658284
ENSMUSG00000101840,Gm28294,0.6591100734375814,0.3987800419222687,0.09836829651106321,0.23180459219948799,0.9009544621085457
ENSMUSG00000041852,Tcf20,-0.0901322565853366,0.05454242319781132,0.09842929574717511,0.23186226659747766,318.52965418713836
ENSMUSG00000019699,Akt3,-0.09053094086095677,0.05478368842368075,0.09842933478980391,0.23186226659747766,457.3928418694879
ENSMUSG00000041124,Msantd4,0.14520573355994987,0.08786803278338437,0.0984238348975219,0.23186226659747766,121.40493921162279
ENSMUSG00000037461,Ints7,-0.12826700752030729,0.07763128427532152,0.09848171263231369,0.23192821256711263,100.80176134557377
ENSMUSG00000038535,Zfp280d,0.09256170072023805,0.05602066931466254,0.09847796014091291,0.23192821256711263,180.02618948867558
ENSMUSG00000114715,Gm34471,0.21992192245001566,0.133118061146409,0.09851788213069676,0.2319846750407693,10.620553386124573
ENSMUSG00000078908,Mon1b,-0.15123068051833802,0.09154719987320305,0.09854633926175627,0.23202296511332315,36.963197194490185
ENSMUSG00000026134,Prim2,0.347398128005691,0.21030720680340123,0.09856303054845354,0.23203354698103948,33.72452839582704
ENSMUSG00000028869,Gnl2,0.12372596806969391,0.07492025518319623,0.09864968375278663,0.23220880768535176,44.06627533696285
ENSMUSG00000105975,Gm42609,0.47819167166607185,0.28960650259855025,0.09870238486086415,0.2322753797121573,2.315231725293807
ENSMUSG00000110980,Gm47204,-0.2035433077415615,0.12326826677030252,0.0986931965733169,0.2322753797121573,10.989835365144467
ENSMUSG00000016382,Pls3,-0.4114420982076165,0.24921029228477815,0.09874192968594339,0.23233969948613323,240.68414554464147
ENSMUSG00000053964,Lgals4,-0.4972898837683786,0.3012313125578245,0.0987677352899308,0.2323716789705223,3.2216505171350724
ENSMUSG00000022748,Cmss1,-0.23645362606214484,0.1432378303572423,0.09878424631063099,0.2323817858060398,60.895304948144236
ENSMUSG00000040865,Ino80d,0.09375673585915971,0.056806475354672537,0.09884917389309501,0.23247447526474407,161.22936526306506
ENSMUSG00000085640,Gm14064,0.8732458753185639,0.5290872646816849,0.09884560145350509,0.23247447526474407,0.7135268346546491
ENSMUSG00000033721,Vav3,-0.6438299726902268,0.3901044377540193,0.09886030828909691,0.23247447526474407,5.625272199871663
ENSMUSG00000019951,Uhrf1bp1l,-0.09762296057882852,0.05915703198222878,0.09889503326358492,0.23252739003911008,247.00942980877102
ENSMUSG00000106555,Gm2479,-0.6778597974565153,0.41082877490731895,0.09894676015861797,0.23262026263686955,0.3881166507397939
ENSMUSG00000109511,Nup62,-0.13511892652526,0.08189704883884157,0.09897092026385923,0.23264240488347898,43.05261813955546
ENSMUSG00000006435,Neurl1a,-0.14606153640638447,0.08853203194657251,0.0989806363081833,0.23264240488347898,263.8813826895091
ENSMUSG00000102106,2310043O21Rik,-0.9064416736970177,0.5494702958312087,0.09901156258879232,0.23268634548353118,0.10256346752658649
ENSMUSG00000037788,Vopp1,-0.11636975286544164,0.0705464913960605,0.0990356238159319,0.2327141437097688,258.4660246833753
ENSMUSG00000049536,Tceal1,0.2017848893505072,0.12234108649535876,0.09907324336359748,0.2327737905087166,60.7726524960756
ENSMUSG00000034037,Fgd5,0.8061116392792103,0.4888015564722155,0.09911500085346463,0.23284314352140173,0.22360084706111416
ENSMUSG00000031137,Fgf13,0.2142203899837872,0.12990895512375542,0.09914680996376875,0.23288911134099724,333.8025970778654
