n_genes_by_counts,total_counts,pct_counts_mt,pct_counts_ribo
2141,4423.0,0.06782727,0.31652725
2715,6652.0,0.045099217,0.21046302
3912,12241.0,0.05718487,0.17155461
1518,2533.0,0.07895775,0.3947888
5443,22362.0,0.017887488,0.23700921
2978,6697.0,0.01493206,0.20904884
4405,15998.0,0.08751094,0.28128517
2562,6182.0,0.016175995,0.14558394
5537,21740.0,0.7083717,0.22079116
2665,5874.0,0.30643514,0.22131425
4480,17823.0,0.033664364,0.17954329
2747,6306.0,0.0,0.17443705
4697,19009.0,0.031563994,0.2945973
2855,6985.0,0.0,0.34359342
3366,11217.0,0.02674512,0.1337256
3414,9372.0,0.010670081,0.17072129
5081,19886.0,0.04022931,0.2212612
3803,14374.0,0.013914011,0.19479616
2512,4681.0,0.32044435,0.23499252
3946,12988.0,0.0076994146,0.13089006
2582,6481.0,0.0154297175,0.12343774
2966,7628.0,0.013109596,0.17042476
2972,6023.0,2.1583927,0.34866345
5125,23317.0,0.0042887162,0.15868251
5361,25896.0,0.0077232006,0.115848005
3282,10506.0,0.019036742,0.15229394
2197,4127.0,0.12115338,0.24230675
6059,35533.0,0.1153857,0.14634284
4943,21195.0,0.004718094,0.15097901
6479,35705.0,0.0056014564,0.14843859
3181,6903.0,0.043459363,0.24626975
5287,23013.0,0.00434537,0.17816018
1325,2414.0,0.0,0.7456504
2250,4817.0,0.062279426,0.2906373
2611,6310.0,0.0,0.26941362
2294,4888.0,0.0,0.2864157
4034,14423.0,0.027733482,0.20800112
2875,7669.0,0.01303951,0.24775068
2618,6627.0,0.015089785,0.25652632
4541,15346.0,0.045614492,0.21503974
3562,12433.0,0.008043111,0.21716401
3239,8820.0,0.011337869,0.2154195
4759,17313.0,0.19638422,0.1732802
2516,5958.0,0.05035247,0.35246727
2518,6502.0,0.015379882,0.2922178
4260,15872.0,0.0,0.15120967
4577,17984.0,0.005560498,0.13345195
3456,8953.0,0.033508323,0.25689715
5983,28808.0,0.0034712579,0.19439045
5169,19785.0,0.005054334,0.21228203
3512,12715.0,0.031458907,0.18875344
3047,8192.0,0.024414062,0.2319336
2416,4544.0,0.0,0.28609154
4241,15883.0,0.0062960396,0.16369703
2203,4759.0,0.0,0.37823072
4671,18807.0,0.026585845,0.16483225
3231,9984.0,0.030048078,0.20032053
2633,5999.0,1.1168529,0.20003332
3958,15679.0,0.012755915,0.18496078
2226,5128.0,0.0,0.1950078
3430,11207.0,0.008922994,0.18738288
628,977.0,15.455476,1.8423746
3443,12222.0,0.0,0.20454916
3620,10807.0,0.009253262,0.20357175
2766,7423.0,0.0134716425,0.22901793
2402,5411.0,0.35113657,0.36961743
3673,9711.0,0.46339202,0.20595202
8276,69136.0,0.0043392736,0.12149966
6489,34277.0,0.040843714,0.19546635
1982,3869.0,0.20677178,0.31015766
2836,6525.0,0.015325671,0.29118773
5490,24363.0,0.01641834,0.13134672
2421,5809.0,0.034429334,0.32707867
2070,3931.0,0.05087764,0.33070466
2006,4905.0,0.061162077,0.061162077
3925,15939.0,0.0,0.23840894
3807,14146.0,0.05655309,0.16259013
3416,12327.0,0.02433682,0.06489819
3302,9866.0,0.03040746,0.15203731
4399,15261.0,0.0131053,0.17036891
2995,7997.0,0.0,0.2500938
5594,21707.0,0.28562215,0.17045192
2332,5868.0,0.0,0.22154057
4446,17898.0,0.022348866,0.07263381
4764,22195.0,0.0045055193,0.18923181
5079,23360.0,0.0,0.1369863
2655,5792.0,0.034530386,0.36256906
3406,9120.0,0.010964912,0.25219297
3744,12149.0,0.01646226,0.23047166
2717,6172.0,0.016202202,0.34024626
3380,9408.0,0.19132653,0.27636054
2665,6041.0,0.2317497,0.2317497
3079,7852.0,0.0,0.29291898
2810,7027.0,0.028461648,0.25615484
2603,5997.0,0.06670002,0.15007505
3275,8486.0,0.02356823,0.17676173
2103,3604.0,0.19422863,0.38845727
4498,17545.0,0.0056996294,0.24508408
3549,10263.0,0.029231219,0.12666862
3710,9541.0,0.05240541,0.24106489
3004,9269.0,0.03236595,0.14025246
1761,4134.0,0.09675859,0.24189647
3953,11419.0,0.09633067,0.13136001
2403,4958.0,0.020169424,0.20169422
5050,16821.0,0.059449498,0.19023839
3983,11747.0,0.0,0.1447178
4165,15014.0,0.0133209005,0.19981351
1822,3572.0,0.027995521,0.36394176
2953,8714.0,0.045903143,0.1721368
2210,5958.0,0.03356831,0.21819402
3178,8049.0,0.07454342,0.3105976
2386,5097.0,0.33352953,0.2354326
1810,3739.0,0.02674512,0.21396096
3252,9275.0,0.06469002,0.23719677
3243,7791.0,0.32088307,0.3465537
4104,14681.0,0.0,0.19753422
5370,23073.0,0.19069909,0.12135396
2119,4087.0,0.14680696,0.17127477
5109,20612.0,0.014554627,0.21831943
4705,18204.0,0.043946385,0.18127884
3249,10197.0,0.029420419,0.22555652
2930,7866.0,0.13984236,0.19069412
3139,8836.0,0.022634676,0.13580805
2721,6406.0,0.015610365,0.20293474
4469,17599.0,0.005682141,0.1250071
2872,6387.0,0.04697041,0.26616567
3576,11728.0,0.042633012,0.23874488
2554,5542.0,0.018044027,0.21652833
2506,6026.0,0.0,0.21573181
3697,10455.0,0.009564801,0.21999043
2403,5898.0,0.0169549,0.169549
2212,4314.0,0.25498378,0.55632824
4876,20723.0,0.019302225,0.1978478
3792,10915.0,0.036646817,0.2290426
1754,3250.0,0.03076923,0.4
4596,14778.0,0.020300448,0.14210314
1840,3435.0,0.08733625,0.58224165
2552,5561.0,0.37762994,0.34166515
3025,6336.0,0.0,0.26830807
2742,7217.0,0.055424694,0.16627407
3746,13087.0,0.015282341,0.16810575
4410,14632.0,0.02733734,0.13668671
2533,6630.0,0.075414784,0.19607845
2336,5633.0,1.8995206,0.2307829
2886,5853.0,0.034170512,0.29044932
4113,13560.0,0.0147492625,0.20648968
4008,12090.0,0.024813896,0.25641027
2023,4273.0,0.023402762,0.21062486
3317,7645.0,0.013080444,0.18312623
2490,5761.0,0.05207429,0.26037145
2349,5083.0,0.0,0.41314188
3872,12609.0,0.007930843,0.2220636
3728,11096.0,0.02703677,0.23431866
2464,5075.0,0.17733991,0.3349754
3405,8286.0,0.024137098,0.15689114
2296,5232.0,0.09556575,0.2293578
4520,16787.0,0.011913981,0.14892477
2410,5748.0,0.03479471,0.22616564
2387,4456.0,0.044883303,0.4712747
3576,10204.0,0.12740102,0.24500196
2638,6867.0,0.0582496,0.20387359
2715,6901.0,0.0,0.1883785
3683,9145.0,0.96227443,0.31711316
2571,5879.0,0.0,0.22112603
4175,12706.0,0.007870298,0.16527626
3499,9524.0,0.16799663,0.199496
3537,9645.0,0.031104198,0.1866252
3079,7295.0,0.0,0.32899246
5002,20341.0,0.004916179,0.13273683
3956,11812.0,0.008465966,0.27937692
4892,21752.0,0.0,0.1471129
3450,9176.0,0.13077593,0.17436792
2311,5195.0,0.0,0.15399422
4060,14260.0,0.0,0.19635344
2353,5692.0,0.052705552,0.3162333
2185,4594.0,0.021767523,0.32651284
2820,7571.0,0.0,0.14529124
3680,10513.0,0.009512032,0.18072861
5879,24184.0,0.04134965,0.18193847
1948,3583.0,0.3070053,0.36282444
3839,13366.0,0.01496334,0.15711507
2783,7150.0,0.013986015,0.20979021
2394,5593.0,0.017879492,0.33971035
6409,36243.0,0.14623512,0.113125294
1424,2322.0,0.043066323,0.64599484
3526,10850.0,0.0,0.16589862
2845,7216.0,0.0,0.24944568
3874,12467.0,0.06416941,0.18448704
2622,6397.0,0.015632328,0.25011724
2409,4935.0,1.0536981,0.3242148
5566,27743.0,0.0072090253,0.19103919
2371,5417.0,0.0,0.25844562
3393,9783.0,0.020443626,0.22487989
5197,18541.0,0.0053934525,0.16180357
2805,6547.0,0.0,0.29020926
2927,8589.0,0.0,0.17464198
2711,7154.0,0.0,0.22365111
5333,24010.0,0.020824656,0.17492712
3856,10475.0,0.028639618,0.18138425
2290,5604.0,0.017844398,0.23197715
2777,6149.0,0.0,0.2764677
6059,24239.0,0.33417222,0.24753498
3846,12443.0,0.016073294,0.16073294
2193,4698.0,0.14899957,0.23414218
3521,10087.0,0.32715377,0.24784374
4227,13566.0,0.25062656,0.18428424
1787,3385.0,0.0,0.23633677
2410,5707.0,0.0,0.14017873
2940,7343.0,0.38131556,0.20427617
6522,34951.0,0.0028611484,0.11730709
2936,7896.0,0.012664641,0.2532928
2578,5958.0,0.06713662,0.21819402
5013,17804.0,0.15165132,0.12356774
2971,8003.0,0.012495315,0.1749344
1509,2703.0,0.036995932,0.48094708
3596,9961.0,0.03011746,0.28109628
3425,8944.0,0.011180679,0.279517
3572,9048.0,0.022104332,0.32051283
2396,4993.0,0.0,0.38053274
2128,5097.0,0.0,0.255052
2754,5750.0,0.017391304,0.38260868
4534,15383.0,0.039004095,0.20802183
2791,6978.0,0.014330754,0.32960734
2573,6343.0,0.015765412,0.17341952
472,637.0,10.204082,1.4128729
1631,3072.0,0.032552086,0.390625
2706,6187.0,3.0224664,0.3717472
4544,19194.0,0.010419923,0.14066896
3700,12947.0,0.015447594,0.14675215
3376,10148.0,0.0,0.13795823
2236,5468.0,0.036576446,0.329188
1210,2024.0,0.0,0.098814234
2540,6203.0,0.048363693,0.2579397
3924,13591.0,0.02943124,0.20601869
1928,3741.0,0.18711574,0.16038492
5372,24328.0,0.012331471,0.16441959
4612,16025.0,0.012480499,0.174727
5795,29002.0,0.020688228,0.15171367
3920,11239.0,0.017795177,0.20464453
2453,5081.0,0.0,0.4526668
3102,8104.0,0.037018757,0.14807503
3525,10413.0,0.17286085,0.2400845
1471,2520.0,0.07936508,0.15873016
3728,11836.0,0.0084488,0.21122
4417,15788.0,0.01266785,0.17734988
4119,12357.0,0.048555475,0.16185158
3128,10027.0,0.0,0.3291114
4163,14282.0,0.021005461,0.18904915
6356,33702.0,0.050442114,0.1572607
2204,4833.0,0.041382164,0.3103662
3489,10328.0,0.0,0.12587142
2304,5366.0,0.018635854,0.3354454
3108,8051.0,0.124208175,0.23599553
2424,5948.0,0.0,0.20174849
2729,5392.0,0.055637985,0.24109793
2723,6769.0,0.0,0.2806914
3495,10739.0,0.009311854,0.2607319
2179,4625.0,0.021621622,0.32432434
3828,10904.0,0.018341893,0.22927366
4956,17716.0,0.022578461,0.24836305
3039,8637.0,0.034734283,0.26629615
3704,13885.0,0.0,0.2160605
2200,4932.0,0.081103,0.30413628
3059,7733.0,0.20690547,0.21983707
3469,10527.0,0.009499382,0.1614895
5410,20113.0,0.25356737,0.26848307
3337,9353.0,0.0,0.25660217
2925,8021.0,0.049869094,0.14960729
2728,6370.0,0.015698588,0.18838304
5434,20125.0,0.47204968,0.18385093
4745,15776.0,4.6906695,0.32961458
4239,17581.0,0.07963142,0.15926284
3768,12988.0,0.97012633,0.22328302
3617,11210.0,0.008920606,0.21409455
2223,4750.0,0.02105263,0.3368421
3711,11347.0,0.017625803,0.22913545
797,1050.0,0.0,1.5238096
4185,13516.0,0.007398639,0.14797276
731,1136.0,0.0,0.528169
2551,5862.0,0.017059024,0.15353121
1685,3262.0,0.03065604,0.24524832
2499,5516.0,0.0,0.23567802
2001,3568.0,3.4192827,0.3923767
5483,22125.0,0.013559322,0.25310734
5168,15099.0,0.33777073,0.27154115
2702,5581.0,0.05375381,0.48378426
3989,11305.0,0.061919507,0.15037595
1332,2248.0,0.22241992,0.17793594
6136,23897.0,0.025107754,0.22596978
4223,12450.0,0.040160645,0.17670684
2504,5851.0,0.05127329,0.18800205
1870,3606.0,0.1386578,0.41597337
1915,4704.0,0.042517006,0.21258505
2318,5430.0,0.055248618,0.14732966
2701,6412.0,0.06238303,0.21834062
3304,9997.0,0.040012006,0.18005401
3567,10551.0,0.38858876,0.1895555
3883,12607.0,0.015864203,0.22209883
4303,12899.0,0.100783005,0.21707109
5721,23922.0,0.0041802526,0.17139035
3672,13045.0,0.015331544,0.15331545
3944,12849.0,0.08560977,0.18678497
3105,8738.0,0.05722133,0.11444266
2015,4385.0,0.114025086,0.29646522
3468,9746.0,0.020521238,0.21547303
3139,8334.0,0.01199904,0.21598272
2659,6080.0,0.065789476,0.3125
3154,7060.0,0.4674221,0.18413597
4290,14810.0,0.04726536,0.16880485
4057,11766.0,0.101988785,0.16148224
3968,12103.0,0.016524829,0.18177313
1311,2447.0,0.040866368,0.40866366
2734,7480.0,0.06684492,0.17379679
4881,17518.0,0.011416828,0.22262815
2833,7442.0,0.026874498,0.21499598
3225,9153.0,0.04370152,0.26220912
1923,4183.0,0.0,0.31078175
2306,5140.0,0.0,0.2529183
3767,10475.0,0.03818616,0.14319809
2183,4683.0,0.0,0.3203075
3671,11002.0,0.036357027,0.23632066
3420,9310.0,0.0,0.12889366
3011,8845.0,0.04522329,0.13566987
4186,13153.0,0.030411314,0.18246788
4558,17688.0,0.01696065,0.11872456
2854,7791.0,0.012835323,0.2823771
2584,5995.0,0.0,0.2001668
3205,7662.0,0.05220569,0.3523884
3277,9226.0,0.0,0.2926512
3301,8121.0,0.012313755,0.23396134
7241,38456.0,0.015602246,0.19502808
3862,11919.0,0.008389966,0.19296922
4236,15811.0,0.0,0.16444248
2534,4798.0,0.18757816,0.31263027
4173,12246.0,0.048995588,0.11432305
3283,9827.0,0.0,0.18316883
5788,24476.0,0.061284523,0.20428175
3632,12615.0,0.00792707,0.3012287
3308,9088.0,0.88028175,0.22007044
2902,8832.0,0.011322464,0.14719203
500,639.0,0.46948358,0.6259781
2354,5288.0,0.018910741,0.18910742
5981,30736.0,0.0,0.13990109
2832,8127.0,0.012304663,0.15996063
2377,5653.0,0.0,0.19458695
3077,9623.0,0.02078354,0.16626832
3097,7428.0,0.040387724,0.26925147
3070,8482.0,0.011789672,0.23579344
5783,21570.0,0.15299027,0.2364395
2645,6893.0,0.014507471,0.18859713
5223,17795.0,0.022478225,0.1910649
2262,4847.0,0.49515167,0.2269445
3183,8496.0,0.02354049,0.20009416
1660,3092.0,0.06468305,0.16170764
2162,4214.0,0.0,0.33222592
3261,9616.0,0.0,0.18718801
3609,9534.0,0.041955106,0.20977554
3282,7716.0,0.025920166,0.36288232
3334,10457.0,0.04781486,0.124318644
3375,10576.0,0.0,0.17019667
3438,10076.0,0.14886859,0.20841604
5458,25965.0,0.0,0.16175622
5125,23423.0,0.0,0.16223371
3563,12530.0,0.015961692,0.15163608
7224,38348.0,0.77187854,0.17732346
2882,7946.0,0.037754845,0.16360433
5909,26658.0,0.04876585,0.19881462
3320,10122.0,0.08891524,0.18770994
4595,16195.0,0.030873727,0.25316456
459,548.0,0.0,1.2773722
3171,7576.0,0.052798312,0.14519535
1716,3457.0,0.11570726,0.28926817
3061,7388.0,0.0,0.20303196
2025,3967.0,0.025207965,0.32770354
2835,7017.0,0.09975773,0.27077097
5026,18378.0,0.027206441,0.21765153
3394,9397.0,0.053208474,0.29796743
6243,29692.0,0.010103731,0.12124477
7347,40643.0,0.019683586,0.16485003
3138,8530.0,0.011723329,0.25791326
2359,5700.0,0.01754386,0.2631579
4850,18947.0,0.07389032,0.08972397
3299,10176.0,0.029481132,0.18671383
3454,9556.0,0.12557556,0.21975723
4798,16411.0,0.14624338,0.2559259
422,528.0,0.18939394,0.5681818
3777,11680.0,0.0,0.1541096
1717,3123.0,0.06404099,0.32020494
2347,5611.0,0.017822135,0.23168775
6381,32884.0,0.015204963,0.1611726
2768,7263.0,0.05507366,0.23406306
2431,4354.0,0.11483693,0.3674782
5892,24233.0,0.21458343,0.1939504
3808,11781.0,0.016976487,0.14430015
1336,2201.0,0.045433894,0.4543389
3729,9182.0,0.021781746,0.2831627
1319,2061.0,0.14556041,0.3881611
1790,3557.0,0.0,0.36547652
2380,5395.0,0.0,0.16682114
2378,5550.0,1.0990992,0.2702703
3077,8992.0,0.10008897,0.2780249
3055,7918.0,0.0,0.27784795
4769,15812.0,0.0063243103,0.2339995
3091,8495.0,0.17657445,0.18834609
2523,5974.0,0.050217614,0.33478406
3359,10004.0,0.029988006,0.15993603
4841,17533.0,0.0,0.18251297
2726,5652.0,0.01769285,0.2830856
2193,4794.0,0.18773466,0.22945347
3477,12067.0,0.0,0.23203778
3571,9251.0,0.010809642,0.24862178
4576,15703.0,0.07641852,0.1846781
3740,13026.0,0.13050821,0.23798557
2104,4731.0,0.12682308,0.27478334
2619,6361.0,0.047162395,0.18864958
2419,5613.0,0.05344736,0.2316052
4691,18135.0,0.005514199,0.17094018
3576,9543.0,0.0,0.22005658
1420,2357.0,0.08485363,0.38184133
5696,28430.0,0.010552233,0.16883573
2176,5234.0,0.019105846,0.22927015
2516,6300.0,0.14285713,0.4285714
2173,4743.0,0.021083703,0.12650222
2841,7537.0,0.066339396,0.17248242
2569,5502.0,0.0,0.2181025
4042,12288.0,0.6429037,0.28483075
3075,9311.0,0.0,0.24701965
1433,3516.0,0.08532423,0.2844141
3015,7930.0,0.0126103405,0.1261034
4501,13839.0,0.014451912,0.18787484
1914,3655.0,0.84815323,0.46511626
2738,6722.0,0.0,0.1785183
4083,12622.0,0.32482967,0.1901442
2537,4932.0,0.0405515,0.30413628
2888,6107.0,0.016374651,0.24561977
3687,10563.0,0.0,0.17040613
2383,5753.0,0.121675655,0.22596906
3203,8151.0,0.024536867,0.25763708
3291,8635.0,0.03474233,0.30110016
5872,23734.0,0.06741384,0.14746778
2267,4619.0,0.06494912,0.2814462
4110,13119.0,0.0076225316,0.16769572
5388,20372.0,0.044178285,0.21107402
3000,8627.0,0.0115915155,0.25501332
2035,4119.0,0.048555475,0.26705512
2464,6911.0,0.043409057,0.17363623
5118,16702.0,0.107771516,0.20955575
1706,3311.0,0.09060707,0.3926306
3527,7782.0,0.025700334,0.17990233
2305,4757.0,0.6096279,0.29430312
1873,3960.0,0.0,0.25252524
2037,4052.0,0.024679173,0.37018758
4443,15286.0,0.07850321,0.17663223
3290,7652.0,0.0,0.23523262
2049,3844.0,0.5202914,0.28616026
1695,2730.0,0.21978024,0.25641027
4584,13114.0,0.24401404,0.26689035
2435,6096.0,0.1148294,0.2952756
5160,18089.0,0.055282213,0.15479021
5882,27727.0,0.07213186,0.15508349
2468,5804.0,0.034458995,0.17229497
2820,6537.0,0.015297537,0.21416552
3331,10578.0,0.018907165,0.13235016
9880,87188.0,0.021791989,0.20415652
4145,11383.0,0.0,0.16691558
2913,8372.0,0.08361204,0.2627807
2359,5605.0,0.017841212,0.33898306
3452,11770.0,0.008496176,0.10195412
3140,8121.0,0.036941264,0.2462751
6243,32718.0,0.0152821075,0.13142613
2857,7485.0,0.0,0.28056112
5493,28469.0,0.02810074,0.16509186
1063,2382.0,0.0,0.4198153
3627,12143.0,0.041175988,0.15646875
4432,16234.0,0.0061599114,0.15399778
451,553.0,0.72332734,1.2658228
438,527.0,0.0,0.56926
3199,8874.0,0.12395763,0.24791525
3004,8829.0,0.045305245,0.16989467
2798,6651.0,0.0,0.30070665
1977,4035.0,0.0,0.14869888
4406,16183.0,0.04943459,0.2842489
3948,10504.0,0.009520183,0.18088347
3018,7093.0,0.056393623,0.21147609
3412,10642.0,0.0,0.20672807
3741,11210.0,0.0,0.15165031
2697,6470.0,0.07727975,0.17001545
2270,5271.0,0.018971732,0.3035477
2658,6470.0,0.0309119,0.29366305
3218,10990.0,0.009099181,0.21838033
4336,14534.0,0.0068804184,0.12384753
1621,3039.0,2.2046726,0.39486676
4538,15603.0,0.0,0.18586169
2108,4463.0,0.022406453,0.20165807
6788,33100.0,0.05740181,0.15407856
3518,10583.0,0.009449117,0.21732968
4691,15073.0,0.033171896,0.23220327
3794,11299.0,0.16815647,0.31861228
1836,3532.0,0.4813137,0.22650056
3334,8482.0,0.023579344,0.22400378
519,751.0,17.043941,0.7989348
1751,3411.0,0.0,0.32248607
2486,5045.0,0.11892964,0.4360753
2169,4672.0,0.02140411,0.25684932
424,501.0,0.1996008,0.59880245
4377,14878.0,0.013442666,0.20164
4409,14483.0,0.71808326,0.20023476
3557,11940.0,0.0,0.34338358
2928,7624.0,0.13116474,0.20986357
2420,4922.0,0.12190166,0.34538805
2907,6739.0,0.014838997,0.22258495
3792,11364.0,0.008799719,0.24639212
1751,3259.0,0.061368518,0.33752686
2993,6131.0,0.114173874,0.14679497
3924,11393.0,0.0,0.19310103
2641,6146.0,0.016270746,0.26033193
4262,13404.0,0.00746046,0.28349745
3048,7134.0,0.0,0.23829548
1837,3498.0,0.028587764,0.20011435
3605,10662.0,0.06565373,0.2626149
2941,7142.0,0.01400168,0.33604032
2776,6138.0,0.016291952,0.342131
2143,4842.0,0.0,0.28913674
3087,8216.0,0.024342746,0.34079844
1892,3677.0,0.054392166,0.29915693
1894,3476.0,0.0,0.28768697
2067,3639.0,0.054960158,0.41220114
2026,4039.0,0.0,0.22282742
4416,15090.0,0.02650762,0.21206096
3325,9306.0,0.07522029,0.18267784
2635,5483.0,0.05471457,0.16414371
6467,29294.0,0.0068273367,0.15702873
1975,4341.0,0.0,0.25339782
3942,11693.0,0.0,0.17959462
2252,5033.0,0.0,0.17881979
3715,10723.0,0.018651497,0.20516647
4317,11759.0,0.08504125,0.17858662
2955,7298.0,0.0,0.26034528
3090,7057.0,0.0,0.12753294
2255,4450.0,0.2022472,0.42696628
3038,9105.0,0.0,0.17572762
3491,9234.0,0.4548408,0.21659087
446,557.0,0.5385996,1.0771992
3384,8564.0,0.023353573,0.30359644
4794,19366.0,0.005163689,0.15491067
2923,7319.0,0.027326137,0.23227218
4490,16746.0,0.0477726,0.17317568
2834,7328.0,0.027292578,0.19104803
5974,29083.0,0.11002992,0.16160643
2158,4600.0,0.2173913,0.32608694
5850,25868.0,0.0193289,0.18942322
5799,25240.0,0.02377179,0.2377179
2060,4671.0,0.042817384,0.14986084
3691,13484.0,0.007416197,0.17057253
3676,9397.0,0.031925082,0.22347558
4339,12837.0,0.007789982,0.21032952
2919,8763.0,0.0,0.22823232
3755,10009.0,0.03996403,0.22979318
3032,8401.0,0.023806691,0.35710034
2442,5588.0,0.01789549,0.14316392
5289,23424.0,0.02988388,0.13234289
2218,4856.0,0.39126855,0.3088962
1473,2743.0,0.0,0.2916515
3094,7206.0,0.02775465,0.23591451
2282,4762.0,0.020999579,0.2099958
2825,7754.0,0.012896569,0.14186227
2019,3670.0,0.43596733,0.4904632
2834,7562.0,0.039672047,0.2777043
4030,10353.0,0.04829518,0.1352265
2877,6971.0,0.014345144,0.27255774
4556,17814.0,0.011227125,0.20208824
2565,6125.0,0.01632653,0.3265306
1738,3388.0,0.0,0.26564345
1615,2804.0,0.0,0.60627675
3574,8783.0,1.2524194,0.40988275
2841,6467.0,0.04638936,0.2164837
3457,9107.0,0.19765016,0.252553
2686,6339.0,0.031550717,0.22085503
3782,10383.0,0.0,0.16372918
4943,20087.0,0.019913375,0.15432867
1696,3297.0,0.060661208,0.27297544
3527,9278.0,0.010778185,0.18322915
1682,3238.0,0.030883262,0.46324894
1640,2769.0,0.14445648,0.46948358
3334,10241.0,0.029294016,0.2050581
2937,7688.0,0.18210198,0.3381894
2584,5366.0,0.1677227,0.22363026
2178,5267.0,0.01898614,0.24681982
2887,8848.0,0.033905968,0.14692585
2705,6632.0,0.0,0.21109772
4371,17837.0,0.01681897,0.1401581
4054,11518.0,0.043410312,0.24309775
2203,4953.0,0.06056935,0.282657
2565,5586.0,0.19692087,0.39384174
3167,8569.0,0.04667989,0.22172949
2765,7268.0,0.04127683,0.096312605
4867,19581.0,0.10213984,0.2400286
2628,6346.0,0.047273874,0.33091712
1583,2804.0,0.03566334,0.35663337
533,650.0,0.15384616,1.076923
4649,14464.0,0.055309735,0.24198009
2330,4836.0,0.020678246,0.18610422
4157,10967.0,1.2400838,0.2006018
1780,3232.0,1.0829208,0.4641089
2601,6536.0,0.0,0.21419828
2584,6543.0,0.24453613,0.1834021
3823,11351.0,0.026429389,0.15857634
2460,5939.0,0.0336757,0.1347028
2451,5972.0,0.03348962,0.25117213
2853,8462.0,0.0,0.16544552
4462,17138.0,0.01750496,0.15754463
2054,4046.0,0.049431536,0.27187344
5338,20904.0,0.0143513195,0.2344049
3616,12466.0,0.008021819,0.20856729
2664,6524.0,0.04598406,0.1532802
3577,10835.0,0.0,0.21227503
2119,4756.0,0.10513036,0.25231287
4433,18578.0,0.04306169,0.1507159
4827,21803.0,0.0183461,0.14218228
2268,4830.0,0.020703934,0.22774327
6025,31794.0,0.018871486,0.16355288
2345,5610.0,0.035650622,0.19607845
2047,4423.0,0.20348181,0.18087271
5045,19495.0,0.051295206,0.17953321
493,631.0,0.0,0.9508716
3201,8400.0,4.8095236,0.4047619
2600,5026.0,0.019896539,0.39793077
2498,6137.0,0.0,0.35848135
3447,11128.0,0.017972682,0.20668584
4190,15109.0,0.0,0.19193858
4280,18000.0,0.0,0.16111112
3434,8462.0,0.059087686,0.21271566
3234,7892.0,0.038013175,0.19006589
443,542.0,0.0,0.9225092
2778,7556.0,0.013234516,0.18528321
2125,4242.0,0.023573786,0.3536068
5805,25308.0,0.01580528,0.22522523
2047,3629.0,0.0,0.33066958
3040,7186.0,0.4870582,0.3757306
5560,21222.0,0.03298464,0.20261991
5183,18592.0,0.04840792,0.21514629
2200,4988.0,0.0,0.14033681
4743,19340.0,0.015511892,0.14477767
4600,16648.0,0.0060067275,0.21624218
3688,12850.0,0.015564201,0.28015563
5779,27229.0,0.0036725549,0.12853943
2570,6642.0,0.030111412,0.3011141
5494,22881.0,0.039333947,0.1485949
3241,10297.0,0.019423133,0.15538506
2249,4927.0,0.0,0.3044449
4474,15307.0,0.10452734,0.2547854
4636,14414.0,0.020813098,0.1873179
4021,12679.0,0.007887057,0.12619291
4318,14003.0,0.028565308,0.2927944
3350,8573.0,0.034993585,0.26828414
2310,5460.0,0.09157509,0.16483517
3543,13061.0,0.038281906,0.12250211
2988,8862.0,0.0,0.20311442
3090,9029.0,0.088603385,0.22150846
3158,7768.0,0.05149331,0.30895984
2625,5604.0,0.0,0.28551036
2409,7055.0,0.07087172,0.11339475
2050,4275.0,0.0,0.23391813
2901,6426.0,0.0778089,0.35792094
3351,9183.0,0.5989328,0.23957312
4779,23881.0,0.0,0.13399774
3526,11691.0,0.03421435,0.26516122
2874,6894.0,0.014505367,0.20307514
3597,11747.0,0.08512811,0.2043075
4401,19061.0,0.041970514,0.1468968
3321,7757.0,0.0,0.090241075
2573,5876.0,0.03403676,0.11912866
5257,18542.0,0.04314529,0.22651279
3388,8718.0,0.91764164,0.25235146
2604,6225.0,0.016064256,0.32128516
2198,4418.0,0.11317337,0.2942508
3661,10141.0,0.009860961,0.20708019
1861,4274.0,0.023397285,0.18717828
2586,5068.0,0.039463297,0.37490135
1735,2888.0,0.24238226,0.34626037
3670,12801.0,0.031247558,0.24216858
5152,20985.0,0.0047653085,0.20014296
2874,8017.0,0.0,0.17462891
4596,17953.0,0.016710298,0.2116638
2494,6689.0,0.07474959,0.19434893
1363,2313.0,0.0,0.17293558
4130,16225.0,0.0431433,0.1540832
3998,14145.0,0.021208907,0.1767409
6073,31843.0,0.02512326,0.14445874
2920,7902.0,0.10124019,0.25310048
4755,16616.0,0.06620125,0.16249399
2877,8915.0,0.03365115,0.16825575
3196,10141.0,0.009860961,0.11833153
2995,6980.0,0.042979944,0.28653297
2443,5279.0,0.037885964,0.39780262
5281,25087.0,0.0279029,0.119583845
3847,12691.0,1.6468363,0.1654716
3242,8424.0,0.011870845,0.18993352
4763,17005.0,0.076448105,0.13525434
1989,4342.0,0.16121602,0.27637035
4331,13822.0,0.21704528,0.21704528
4091,15660.0,0.03192848,0.24904215
4301,12165.0,0.04110152,0.2301685
3935,13678.0,0.029244041,0.17546424
5749,26098.0,0.042148825,0.21840753
1119,1821.0,0.0,0.6589786
2852,6931.0,0.0,0.24527486
3176,7268.0,0.013758943,0.27517885
4025,15926.0,0.0,0.14441793
2358,5216.0,1.0161043,0.3642638
2759,6974.0,0.014338973,0.25810152
6254,29744.0,0.05715438,0.15465304
