n_genes_by_counts,total_counts,pct_counts_mt,pct_counts_ribo
2878,7605.0,0.05259698,0.22353713
2504,5800.0,0.06896552,0.22413793
435,521.0,0.0,0.7677543
3302,7729.0,0.18113598,0.29758054
2336,5511.0,0.10887316,0.2903284
3763,11948.0,0.0,0.15065283
2749,7821.0,0.0,0.19179133
2642,6066.0,0.04945598,0.13188262
4369,14460.0,0.020746889,0.17980637
2263,5442.0,0.055126794,0.23888278
1540,2888.0,0.069252074,0.24238226
3120,7310.0,0.3009576,0.16415869
6312,30443.0,0.006569655,0.16424137
2805,6753.0,0.05923293,0.19250703
457,598.0,4.8494983,0.83612037
4209,13595.0,0.014711291,0.21331371
3502,9503.0,0.0,0.19993687
3402,9577.0,0.020883366,0.20883368
2215,4208.0,0.0,0.38022813
4593,16442.0,0.121639706,0.15204963
4839,16567.0,0.018108286,0.1569385
2181,4708.0,0.0,0.3610875
2266,5076.0,0.078802206,0.25610715
2850,8199.0,0.048786435,0.2561288
3845,11033.0,0.04531859,0.12689205
2892,8316.0,0.13227513,0.24050024
2686,6595.0,0.045489006,0.16679303
2151,4576.0,0.0,0.30594406
2481,5093.0,0.0,0.17671314
4111,12832.0,0.14027432,0.19482544
3584,11944.0,0.008372405,0.20093772
2569,5718.0,0.06995453,0.27981812
2909,6734.0,0.08910009,0.22275022
3373,9647.0,0.062195502,0.20731834
3111,8538.0,0.011712344,0.26938394
4106,11734.0,0.025566729,0.2386228
1886,4088.0,0.07338552,0.17123288
449,535.0,0.0,0.5607476
4143,12502.0,0.00799872,0.18397056
3879,11921.0,1.6693231,0.25165674
3002,7064.0,0.07078143,0.24065685
3880,10879.0,0.14707235,0.27576062
2632,6323.0,0.015815277,0.284675
4999,19634.0,0.020372823,0.17826219
3873,11790.0,0.016963528,0.19508058
2577,5654.0,0.0,0.3183587
5184,16506.0,0.048467223,0.1817521
1479,2531.0,0.82971156,0.1580403
2528,5431.0,0.092064075,0.3866691
3560,8783.0,0.022771263,0.216327
1309,2235.0,0.08948546,0.08948546
2098,4149.0,2.3379128,0.4338395
3106,7122.0,0.028082,0.322943
3292,9451.0,0.0,0.20103692
3333,9102.0,0.08789277,0.25269172
2116,5022.0,0.03982477,0.07964954
3223,9038.0,0.011064394,0.25448108
3065,9176.0,0.08718396,0.18526591
5004,18321.0,0.10370614,0.24016157
3288,7697.0,0.0,0.23385736
3279,8570.0,0.035005834,0.22170362
2607,5540.0,0.018050542,0.3429603
2647,6511.0,0.0,0.3839656
3405,10452.0,0.019135093,0.20091848
2089,4448.0,0.0,0.20233811
2210,5362.0,0.018649757,0.3543454
788,1094.0,0.27422303,0.36563072
2346,4784.0,0.12541805,0.31354517
2364,4856.0,0.061779242,0.3088962
3961,12457.0,0.040138077,0.18463515
3334,8731.0,0.0,0.34360325
3199,8360.0,0.03588517,0.1555024
5438,22267.0,0.12125567,0.11227377
3014,6146.0,0.1464367,0.48812237
1725,3137.0,0.0,0.5100415
3108,7913.0,0.0,0.2780235
3733,12171.0,0.0,0.18075754
2384,5867.0,0.034088973,0.22157831
3698,10518.0,0.09507511,0.17113519
4858,17885.0,0.0055912775,0.24042493
