Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,direction
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis (GO:2001028),7/15,9.889642361014904e-06,0.0327643851420423,0,0,14.13519313304721,162.8942847624215,SEMA5A;FGF16;SMOC2;P2RX4;FGF18;MET;FGFR1,anterior_up
GO_Biological_Process_2021,pulmonary valve morphogenesis (GO:0003184),7/17,2.693946800664836e-05,0.0422230404512427,0,0,11.30695278969957,118.97083160407296,NOTCH2;BMP4;TGFB2;JAG1;SMAD6;ROBO1;STRA6,anterior_up
GO_Biological_Process_2021,pulmonary valve development (GO:0003177),7/18,4.185431692066831e-05,0.0422230404512427,0,0,10.278501755754975,103.62082024007684,NOTCH2;BMP4;TGFB2;JAG1;SMAD6;ROBO1;STRA6,anterior_up
GO_Biological_Process_2021,regulation of heart rate by cardiac conduction (GO:0086091),10/39,6.126065634686696e-05,0.0422230404512427,0,0,5.578669357231883,54.11517217230696,KCNE3;KCNH6;CAV1;PKP2;KCNA5;DSG2;SCN5A;SCN4B;DSC2;TRPM4,anterior_up
GO_Biological_Process_2021,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),15/81,6.372327263996785e-05,0.0422230404512427,0,0,3.6854718315392474,35.60519857905592,CHRM2;OPRD1;LPAR1;OPRK1;HTR2A;TACR1;ADRA1A;ESR1;TRHR;HRH1;P2RY1;PLCE1;DRD1;DRD2;DRD5,anterior_up
GO_Biological_Process_2021,sensory perception (GO:0007600),11/51,0.00014534704022460445,0.0638103062780286,0,0,4.45021533161068,39.323821762743826,ADGRV1;P2RX4;USH1G;WHRN;PENK;PCDH15;CDH23;OPRK1;PDYN;ALOXE3;NTSR2,anterior_up
GO_Biological_Process_2021,regulation of cytosolic calcium ion concentration (GO:0051480),21/148,0.00014913786389773834,0.0638103062780286,0,0,2.6866128050240463,23.67077668286424,CD52;TRPC5;TRPC6;TRPC3;CAV1;LPAR1;TACR1;ESR1;ADRA1A;HCRTR1;CALB2;CALCR;CALB1;PLN;P2RY1;CDH23;PLCE1;ACKR3;DRD2;CD55;TRPM4,anterior_up
GO_Biological_Process_2021,sensory perception of mechanical stimulus (GO:0050954),15/88,0.0001690953099365928,0.0638103062780286,0,0,3.3308272457110384,28.928394634904382,ADGRV1;WHRN;PCDH15;LHFPL5;TSPEAR;P2RX4;USH1G;CDH23;MYH14;SNAI2;ROR1;EPS8L2;SLC26A4;PDZD7;GSDME,anterior_up
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),34/300,0.000180047046114395,0.0638103062780286,0,0,2.0848738718500996,17.97639208584308,VIT;FBN2;COLGALT2;COL16A1;COL13A1;LAMA2;LAMC3;PAPLN;ITGA2B;DMP1;PLOD2;LAMC2;THSD4;ADAMTS16;ADAMTS4;ADAMTS15;ADAMTS2;CREB3L1;ADAMTS18;SLC39A8;ADAMTS9;TGFB2;COL23A1;P3H2;LAMB1;SMOC2;COL5A3;P4HA3;ADAM12;COL8A1;TLL2;ITGA6;LCP1;FBN1,anterior_up
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),30/253,0.0001926058143013241,0.0638103062780286,0,0,2.1916942190948143,18.74964788197767,EPHB6;FLT4;PELI2;KNDC1;MST1R;RASGRP1;GPNMB;THPO;P2RY1;LEPR;NCKAP1L;EPHB2;PROM2;EPHA7;EPHA8;FZD7;HGF;PIFO;VEGFD;BMP4;EFNA1;FGF16;MAVS;KIT;FGF18;ROR1;ITGA6;MET;FGF10;FGFR1,anterior_up
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),15/91,0.00024792667601048455,0.0746710070566123,0,0,3.1988354637674568,26.557939634209458,ADGRV1;WHRN;PCDH15;LHFPL5;TSPEAR;USH1G;KIT;CDH23;MYH14;SNAI2;ROR1;EPS8L2;SLC26A4;PDZD7;GSDME,anterior_up
GO_Biological_Process_2021,regulation of ventricular cardiac muscle cell action potential (GO:0098911),5/12,0.000383532795674776,0.0996206862695967,0,0,11.519769861672176,90.61549379742875,CAV1;PKP2;DSG2;DSC2;TRPM4,anterior_up
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),26/216,0.0003962988979333205,0.0996206862695967,0,0,2.225535041792964,17.4333767562845,VIT;FBN2;COL16A1;COL13A1;LAMA2;LAMC3;PAPLN;ITGA2B;DMP1;LAMC2;THSD4;ADAMTS16;ADAMTS4;ADAMTS15;ADAMTS2;ADAMTS18;SLC39A8;ADAMTS9;COL23A1;LAMB1;SMOC2;COL5A3;ADAM12;COL8A1;ITGA6;FBN1,anterior_up
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),26/217,0.0004257426080380292,0.0996206862695967,0,0,2.21376424257376,17.182519907474372,VIT;FBN2;COL16A1;COL13A1;LAMA2;LAMC3;PAPLN;ITGA2B;DMP1;LAMC2;THSD4;ADAMTS16;ADAMTS4;ADAMTS15;ADAMTS2;ADAMTS18;SLC39A8;ADAMTS9;COL23A1;LAMB1;SMOC2;COL5A3;ADAM12;COL8A1;ITGA6;FBN1,anterior_up
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),11/58,0.0004771543698245996,0.0996206862695967,0,0,3.78600619421995,28.95412785771869,NR4A2;CEBPA;TCF7L2;WNT5B;CTBP2;PPARG;INHBB;METRNL;SMAD6;ALOXE3;FOXO1,anterior_up
GO_Biological_Process_2021,positive regulation of protein kinase B signaling (GO:0051897),21/161,0.0004811140900433288,0.0996206862695967,0,0,2.435447437011294,18.60537206144586,SEMA5A;KL;TCF7L2;RAMP3;HGF;TGFA;MST1R;ESR1;BTC;RASD2;FGF16;CALCR;P2RX4;THPO;FGF18;KIT;CD28;MET;MYORG;FGF10;FGFR1,anterior_up
GO_Biological_Process_2021,positive regulation of calcium ion transport into cytosol (GO:0010524),8/34,0.0006275559150468437,0.1183168545633341,0,0,4.970129526830558,36.648133672033374,NPSR1;RAMP3;CALCR;P2RX4;TRPC3;P2RX3;CAV1;DRD1,anterior_up
GO_Biological_Process_2021,collagen fibril organization (GO:0030199),14/89,0.000642832291620892,0.1183168545633341,0,0,3.02293609671848,22.21745181705582,COLGALT2;TGFB2;COL16A1;COL13A1;COL23A1;P3H2;LAMC2;PLOD2;ADAMTS2;COL5A3;P4HA3;COL8A1;TLL2;ITGA6,anterior_up
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),51/546,0.0006912650494128918,0.1205347951949953,0,0,1.684972832698078,12.261525793285475,SEMA5A;FLT4;ADRA1A;HTR6;ADGRV1;EPHA8;HGF;BTC;KIT;CDH13;ROR1;S100A4;TLR7;ALPK1;MET;BIRC3;RAMP3;PELI2;LPAR1;TGFA;ALOX12B;MST1R;ADRB2;INAVA;RASD2;BCL2L11;RELN;CALCR;THPO;NTF3;HMOX1;KL;TCF7L2;TGFB2;NEK6;CAV1;CFLAR;NMI;S100B;ESR1;EPOR;FGF16;MAVS;P2RX4;P2RX3;FGF18;CD28;MYORG;GSDME;FGF10;FGFR1,anterior_up
GO_Biological_Process_2021,regulation of cardiac muscle cell contraction (GO:0086004),7/27,0.0007338553787483947,0.1215631434896715,0,0,5.650472103004292,40.780579240623965,PLN;CAV1;PKP2;DSG2;SCN5A;DSC2;TRPM4,anterior_up
GO_Biological_Process_2021,negative regulation of cell differentiation (GO:0045596),23/191,0.0008299165138538324,0.1309292100189403,0,0,2.2233619296282483,15.772941846696945,JAG1;ADGRV1;CAV1;ZBTB16;TWIST2;RORB;SMAD6;FOXO1;PTHLH;OVOL2;BMP4;EFNA1;CDK6;ZADH2;PKP2;SNAI2;SOSTDC1;PPARG;HES1;ANKRD2;ZFPM2;PPARA;TRPM4,anterior_up
GO_Biological_Process_2021,regulation of cell projection organization (GO:0031344),5/14,0.0008784661966729363,0.1322890231626108,0,0,8.958868894601542,63.0465448751614,NTNG2;PIFO;ERMN;MFSD2A;PROM2,anterior_up
GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),21/170,0.0009869380622748332,0.136307407863525,0,0,2.28723782645963,15.829751761608703,ROBO3;TGFB2;GRID2;AMIGO2;CLDN1;CDH7;ROBO1;TGFBR2;SDK1;CLDN10;ALCAM;CDH23;CDH13;DSG2;HMCN1;GPC4;NECTIN4;GPC6;SDK2;CDH18;CBLN1,anterior_up
GO_Biological_Process_2021,neuropeptide signaling pathway (GO:0007218),11/63,0.0009874367004903714,0.136307407863525,0,0,3.4210561187305375,23.67507048304751,OPRD1;GLRA2;GLRA3;NXPH3;PENK;OPRK1;SSTR1;PDYN;NTS;NTSR1;HCRTR1,anterior_up
GO_Biological_Process_2021,detection of mechanical stimulus involved in sensory perception of sound (GO:0050910),4/9,0.0011651107527312,0.1378446466339587,0,0,12.892465753424656,87.08782139691077,ADGRV1;WHRN;KIT;PDZD7,anterior_up
GO_Biological_Process_2021,hepoxilin biosynthetic process (GO:0051122),4/9,0.0011651107527312,0.1378446466339587,0,0,12.892465753424656,87.08782139691077,GSTM2;GSTM1;ALOX12B;ALOXE3,anterior_up
GO_Biological_Process_2021,hepoxilin metabolic process (GO:0051121),4/9,0.0011651107527312,0.1378446466339587,0,0,12.892465753424656,87.08782139691077,GSTM2;GSTM1;ALOX12B;ALOXE3,anterior_up
GO_Biological_Process_2021,positive regulation of protein kinase A signaling (GO:0010739),4/9,0.0011651107527312,0.1378446466339587,0,0,12.892465753424656,87.08782139691077,ADGRV1;CALCR;RAMP3;ADRB2,anterior_up
GO_Biological_Process_2021,detection of mechanical stimulus involved in sensory perception (GO:0050974),5/15,0.0012544664113471,0.1378446466339587,0,0,8.06255355612682,53.866282857733665,ADGRV1;WHRN;KIT;LHFPL5;PDZD7,anterior_up
GO_Biological_Process_2021,regulation of phospholipase C activity (GO:1900274),5/15,0.0012544664113471,0.1378446466339587,0,0,8.06255355612682,53.866282857733665,KIT;NTF3;ESR1;RASGRP1;FGFR1,anterior_up
GO_Biological_Process_2021,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",11/65,0.0012898231348182,0.1378446466339587,0,0,3.2939994257823715,21.915802255378864,CHRM2;OPRD1;HTR6;HRH1;HTR1F;HTR1A;HTR2A;SSTR1;DRD1;HTR4;TSHR,anterior_up
GO_Biological_Process_2021,response to calcium ion (GO:0051592),15/107,0.0014231952937443,0.1431311417292978,0,0,2.6402615459772276,17.306520317896382,CPNE9;CASR;ADGRV1;TRPC3;CPNE4;CAV1;ANXA11;RYR3;SYT6;RASA4;TNNT2;SYT10;CPNE2;SCN5A;SLC25A13,anterior_up
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),29/274,0.0015344506933262,0.1431311417292978,0,0,1.924427303729891,12.46948608884931,NECAB2;NOTCH2;RAMP3;FLT4;PELI2;LPAR1;ALOX12B;MST1R;ADRB2;HTR2A;RASGRP1;ADRA1A;INAVA;ROBO1;CALCR;GPNMB;THPO;P2RY1;ALKAL1;TGFB2;EPHA8;KIT;FGF18;NEK10;ACKR3;ROR1;GSDME;FGF10;FGFR1,anterior_up
GO_Biological_Process_2021,auditory receptor cell morphogenesis (GO:0002093),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,WHRN;PDZD7;PLS1,anterior_up
GO_Biological_Process_2021,auditory receptor cell stereocilium organization (GO:0060088),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,WHRN;PDZD7;PLS1,anterior_up
GO_Biological_Process_2021,bundle of His cell action potential (GO:0086043),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,KCNA5;SCN5A;TRPM4,anterior_up
GO_Biological_Process_2021,cerebellar granule cell differentiation (GO:0021707),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,GRID2;KNDC1;CBLN1,anterior_up
GO_Biological_Process_2021,positive regulation of action potential (GO:0045760),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,SCN5A;ADRA1A;TRPM4,anterior_up
GO_Biological_Process_2021,positive regulation of mononuclear cell proliferation (GO:0032946),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,CSF1;IL12A;FGF10,anterior_up
GO_Biological_Process_2021,pulmonary artery morphogenesis (GO:0061156),3/5,0.0018355000211853,0.1431311417292978,0,0,24.15654405474765,152.196816408626,BMP4;JAG1;STRA6,anterior_up
GO_Biological_Process_2021,G protein-coupled serotonin receptor signaling pathway (GO:0098664),4/10,0.0018520425380243,0.1431311417292978,0,0,10.743150684931509,67.59016913993652,HTR1F;HTR1A;HTR2A;HTR4,anterior_up
GO_Biological_Process_2021,inner ear receptor cell stereocilium organization (GO:0060122),4/10,0.0018520425380243,0.1431311417292978,0,0,10.743150684931509,67.59016913993652,ADGRV1;WHRN;PDZD7;PLS1,anterior_up
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),39/408,0.0018577238437548,0.1431311417292978,0,0,1.7219339978042325,10.82821540069114,SEMA5A;PTPRU;CSF1;FAM107A;TWIST2;KIF14;PRR5L;SEMA3E;LAMC2;LDB2;CLDN1;ROBO1;DACH1;GPNMB;NTF3;DRD1;DRD2;EPHB2;SEMA4A;CARMIL1;NTNG2;JAG1;IGFBP5;WNT5B;HGF;CAV1;LAMB1;SEMA4G;PODN;MAPK15;FGF16;CXCL12;DLC1;KIT;FGF18;SNAI2;CDH13;ITGA6;FGF10,anterior_up
GO_Biological_Process_2021,positive regulation of ion transport (GO:0043270),9/50,0.0022447313220635,0.1651835305804123,0,0,3.54598074785563,21.62753742391526,RAB3B;VAMP8;TRPC6;P2RX4;PKP2;SCN5A;DRD1;DRD2;SCN4B,anterior_up
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),28/269,0.0023372074453564,0.1651835305804123,0,0,1.8876621304007195,11.436964411883087,SEMA5A;CSF1;TWIST2;FAM107A;LAMC2;SEMA3E;CLDN1;GPNMB;NTF3;NCKAP1L;DRD1;EPHB2;RREB1;CARMIL1;SEMA4A;TGFB2;WNT5B;HGF;CAV1;LAMB1;SEMA4G;FERMT1;CXCL12;KIT;SNAI2;CDH13;ITGA6;FGF10,anterior_up
GO_Biological_Process_2021,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),5/17,0.0023433824139086,0.1651835305804123,0,0,6.718080548414739,40.68577013835452,ADRB2;DRD1;DRD2;ADRA1A;DRD5,anterior_up
GO_Biological_Process_2021,positive regulation of positive chemotaxis (GO:0050927),5/17,0.0023433824139086,0.1651835305804123,0,0,6.718080548414739,40.68577013835452,CXCL12;NTF3;CDH13;IL16;VEGFD,anterior_up
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896),23/207,0.0024256734119108,0.1674220002845995,0,0,2.02828546562228,12.213617258699903,SEMA5A;KL;TCF7L2;RAMP3;HGF;TGFA;MST1R;ESR1;BTC;RASD2;FGF16;CALCR;P2RX4;THPO;KIT;FGF18;CD28;PPARA;DRD2;MET;MYORG;FGF10;FGFR1,anterior_up
GO_Biological_Process_2021,negative chemotaxis (GO:0050919),7/33,0.0025959291244877,0.1735285118509209,0,0,4.345130406074612,25.87008426230904,SEMA4A;EPHA7;LRTM1;SEMA3E;SEMA4G;NTN1;ROBO1,anterior_up
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),24/221,0.0026768198044111,0.1735285118509209,0,0,1.9771485169528995,11.710899448966437,SEMA5A;CARMIL1;SEMA4A;CSF1;WNT5B;HGF;CAV1;TWIST2;FAM107A;LAMC2;SEMA3E;LAMB1;SEMA4G;CLDN1;NTN1;CXCL12;GPNMB;KIT;NTF3;SNAI2;CDH13;ITGA6;DRD1;EPHB2,anterior_up
GO_Biological_Process_2021,outflow tract septum morphogenesis (GO:0003148),6/25,0.0027013528264709,0.1735285118509209,0,0,5.09406879118895,30.126335997286983,BMP4;TGFB2;SMAD6;ZFPM2;ROBO1;TGFBR2,anterior_up
GO_Biological_Process_2021,actin filament network formation (GO:0051639),4/11,0.0027760371651369,0.1735285118509209,0,0,9.207925636007827,54.20457989134844,CARMIL1;PLS3;LCP1;PLS1,anterior_up
GO_Biological_Process_2021,induction of positive chemotaxis (GO:0050930),4/11,0.0027760371651369,0.1735285118509209,0,0,9.207925636007827,54.20457989134844,CXCL12;NTF3;IL16;VEGFD,anterior_up
GO_Biological_Process_2021,central nervous system neuron differentiation (GO:0021953),7/34,0.0031062496679485,0.1905741694428456,0,0,4.183977110157367,24.15970293455686,NR4A2;GRID2;KNDC1;TOX;WNT2;MDGA1;CBLN1,anterior_up
GO_Biological_Process_2021,regulation of kinase activity (GO:0043549),13/94,0.0032490468875031,0.1906895950697525,0,0,2.5960118876426037,14.873573871309802,EPHB6;EPHA7;EPHA8;FLT4;PIFO;LDB2;MST1R;KIT;PLCE1;ROR1;EPHB2;MET;FGFR1,anterior_up
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),17/140,0.0034361636803022,0.1906895950697525,0,0,2.2383064090381164,12.698806773276372,EPHB6;GUCY2C;PTPRU;EPHA7;CSF1;EPHA8;FLT4;MST1R;GFRA2;KIT;NTF3;BLNK;ROR1;LCP2;EPHB2;MET;FGFR1,anterior_up
GO_Biological_Process_2021,bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),3/6,0.0035110369149577,0.1906895950697525,0,0,16.103507271171942,91.01450882007596,PKP2;DSG2;DSC2,anterior_up
GO_Biological_Process_2021,epithelial tube branching involved in lung morphogenesis (GO:0060441),3/6,0.0035110369149577,0.1906895950697525,0,0,16.103507271171942,91.01450882007596,BMP4;CELSR1;FGF10,anterior_up
GO_Biological_Process_2021,equilibrioception (GO:0050957),3/6,0.0035110369149577,0.1906895950697525,0,0,16.103507271171942,91.01450882007596,USH1G;CDH23;PCDH15,anterior_up
GO_Biological_Process_2021,prepulse inhibition (GO:0060134),3/6,0.0035110369149577,0.1906895950697525,0,0,16.103507271171942,91.01450882007596,GRID2;DRD1;DRD2,anterior_up
GO_Biological_Process_2021,regulation of digestive system process (GO:0044058),3/6,0.0035110369149577,0.1906895950697525,0,0,16.103507271171942,91.01450882007596,EPB41;OPRK1;FGF10,anterior_up
GO_Biological_Process_2021,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),15/118,0.0037560822360189,0.1993492406873167,0,0,2.356907301272961,13.161863221714748,RAMP3;GPR12;LPAR1;ADRB2;GPR6;ADRA1A;PTHLH;TSHR;CALCR;GPR161;GHRH;DRD1;DRD2;ADGRL2;DRD5,anterior_up
GO_Biological_Process_2021,establishment of skin barrier (GO:0061436),5/19,0.0039932622107443,0.1993492406873167,0,0,5.757742685763251,31.800858006337027,ALOX12B;ABCA12;CLDN1;ALOXE3;MET,anterior_up
GO_Biological_Process_2021,regulation of water loss via skin (GO:0033561),5/19,0.0039932622107443,0.1993492406873167,0,0,5.757742685763251,31.800858006337027,ALOX12B;ABCA12;CLDN1;ALOXE3;MET,anterior_up
GO_Biological_Process_2021,response to ATP (GO:0033198),5/19,0.0039932622107443,0.1993492406873167,0,0,5.757742685763251,31.800858006337027,P2RX4;TRPC3;P2RX3;P2RY1;RYR3,anterior_up
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),19/166,0.0040013396652047,0.1993492406873167,0,0,2.094146591854434,11.56204731679089,EPHA7;EPHA8;CAV1;FLT4;PELI2;LPAR1;ALOX12B;VRK2;ADRB2;RASGRP1;ADRA1A;THPO;KIT;NEK10;ROR1;PPEF2;FGF10;FGFR1;GSDME,anterior_up
GO_Biological_Process_2021,axon guidance (GO:0007411),22/203,0.0040315119607757,0.1993492406873167,0,0,1.9708575546480904,10.866547405255874,EPHB6;SEMA5A;NOTCH2;ROBO3;SEMA4A;EPHA7;SPTBN5;LAMA2;EPHA8;LRTM1;LAMC2;SEMA3E;SEMA4G;GFRA2;NTN1;ROBO1;EFNA1;ALCAM;RELN;CXCL12;NFIB;EPHB2,anterior_up
GO_Biological_Process_2021,regulation of Ras protein signal transduction (GO:0046578),12/86,0.0042696915485092,0.2080218838266323,0,0,2.6217148182665424,14.304636285936713,EPS8;NOTCH2;TGFB2;STARD8;DLC1;KIF14;PLCE1;EPS8L2;EPHB2;RASGRP1;EPOR;FGF10,anterior_up
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),25/244,0.0047615372289589,0.2238141344408468,0,0,1.8520619603253272,9.903317406623112,CHRM2;GABRB1;CHRNA5;HTR2A;HTR4;HTR6;GLRA2;HRH1;GLRA3;PENK;MBP;SLC12A7;NTSR1;DRD5;GABRQ;UNC13C;HTR1F;GABRA3;HTR1A;OPRK1;PDYN;HCRTR1;SYT10;HAP1;CBLN1,anterior_up
GO_Biological_Process_2021,ventricular septum morphogenesis (GO:0060412),6/28,0.0049452343233196,0.2238141344408468,0,0,4.398721347263371,23.35426729761117,BMP4;TGFB2;HES1;ZFPM2;ROBO1;TGFBR2,anterior_up
GO_Biological_Process_2021,adrenergic receptor signaling pathway (GO:0071875),5/20,0.0050709025951686,0.2238141344408468,0,0,5.373607540702657,28.395412837603462,ADRB2;DRD1;DRD2;ADRA1A;DRD5,anterior_up
GO_Biological_Process_2021,epithelial cilium movement involved in extracellular fluid movement (GO:0003351),5/20,0.0050709025951686,0.2238141344408468,0,0,5.373607540702657,28.395412837603462,SPAG17;ADCY10;DNAAF1;NEK10;AQP4,anterior_up
GO_Biological_Process_2021,regulation of smooth muscle contraction (GO:0006940),5/20,0.0050709025951686,0.2238141344408468,0,0,5.373607540702657,28.395412837603462,CHRM2;CAV1;KCNB2;PLCE1;ADRB2,anterior_up
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),35/379,0.0053244894701942,0.2238141344408468,0,0,1.6540365302407396,8.659606441717218,PTPRU;CEBPA;TES;CTBP2;FBLN1;ADRA1A;PTHLH;ACVR1C;GPNMB;CLMN;HMOX1;TNFRSF8;IL12A;IGFBP7;HES1;DRD2;TNS2;TGFB2;IGFBP5;CD300A;P3H2;NMI;SSTR1;PODN;SMAD6;ST18;MYO16;BMP4;CDK6;DLC1;NOX4;CDH13;PPARG;INSM1;GSDME,anterior_up
GO_Biological_Process_2021,cardiac right ventricle morphogenesis (GO:0003215),4/13,0.005474101193194,0.2238141344408468,0,0,7.160958904109589,37.29232033685828,BMP4;TGFB2;JAG1;ZFPM2,anterior_up
GO_Biological_Process_2021,positive regulation of sodium ion transport (GO:0010765),4/13,0.005474101193194,0.2238141344408468,0,0,7.160958904109589,37.29232033685828,PKP2;NOS1;SCN5A;SCN4B,anterior_up
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration (GO:0007204),17/147,0.0056530752925193,0.2238141344408468,0,0,2.116989676989677,10.956597740500328,CD52;TRPC3;CAV1;LPAR1;TACR1;ESR1;ADRA1A;CALCR;P2RX4;P2RX3;P2RY1;PLCE1;ACKR3;DRD1;DRD2;CD55;TRPM4,anterior_up
GO_Biological_Process_2021,acylglycerol acyl-chain remodeling (GO:0036155),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,AWAT2;DGAT2L6;MGLL,anterior_up
GO_Biological_Process_2021,adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,HTR1F;HTR1A;HTR4,anterior_up
GO_Biological_Process_2021,AV node cell action potential (GO:0086016),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,SCN5A;SCN4B;TRPM4,anterior_up
GO_Biological_Process_2021,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,PKP2;DSG2;DSC2,anterior_up
GO_Biological_Process_2021,desmosome organization (GO:0002934),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,PKP2;SNAI2;DSG2,anterior_up
GO_Biological_Process_2021,maintenance of protein location in extracellular region (GO:0071694),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,FBN2;LTBP1;FBN1,anterior_up
GO_Biological_Process_2021,pharyngeal arch artery morphogenesis (GO:0061626),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,BMP4;TGFB2;HES1,anterior_up
GO_Biological_Process_2021,phospholipase C-activating dopamine receptor signaling pathway (GO:0060158),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,DRD1;DRD2;DRD5,anterior_up
GO_Biological_Process_2021,positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,TGFB2;JAG1;TGFBR2,anterior_up
GO_Biological_Process_2021,regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544),3/7,0.0058774010553436,0.2238141344408468,0,0,12.07698887938409,62.03515155059112,FGF16;FGF18;FGFR1,anterior_up
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),14/114,0.0068085995791079,0.2563283000634622,0,0,2.2641796200345423,11.29728003908445,EPHB6;EPHA7;CSF1;EPHA8;FLT4;PIFO;MST1R;RELN;KIT;ROR1;LCP2;EPHB2;MET;FGFR1,anterior_up
GO_Biological_Process_2021,artery morphogenesis (GO:0048844),6/30,0.007054016355947,0.2604930356126351,0,0,4.0317324185248715,19.973839933147943,BMP4;TGFB2;JAG1;HES1;ADAMTS9;STRA6,anterior_up
GO_Biological_Process_2021,cellular response to low-density lipoprotein particle stimulus (GO:0071404),4/14,0.0073123610962798,0.2604930356126351,0,0,6.4445205479452055,31.695370468642416,LPL;CDH13;PPARG;LDLR,anterior_up
GO_Biological_Process_2021,manganese ion transport (GO:0006828),4/14,0.0073123610962798,0.2604930356126351,0,0,6.4445205479452055,31.695370468642416,TRPC5;TRPC6;TRPC3;SLC39A8,anterior_up
GO_Biological_Process_2021,negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894),4/14,0.0073123610962798,0.2604930356126351,0,0,6.4445205479452055,31.695370468642416,BMP4;NFIB;PPARG;PPARA,anterior_up
GO_Biological_Process_2021,sequestering of extracellular ligand from receptor (GO:0035581),4/14,0.0073123610962798,0.2604930356126351,0,0,6.4445205479452055,31.695370468642416,FBN2;CHRDL1;LTBP1;FBN1,anterior_up
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),26/266,0.0074401626884034,0.2622261594327731,0,0,1.757155322862129,8.611576740342676,FLT4;PELI2;KNDC1;FBLN1;PRR5L;RASGRP1;KLHL31;GPNMB;THPO;P2RY1;LEPR;PLCE1;EPHB2;PROM2;EPHA7;HGF;VEGFD;PTPN13;BMP4;EFNA1;FGF16;OCLN;MAVS;FGF18;INSM1;FGF10,anterior_up
GO_Biological_Process_2021,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),9/60,0.0078595739848392,0.2740923011765524,0,0,2.849173031207324,13.8071576823886,ROBO3;SDK1;AMIGO2;CDH13;DSG2;HMCN1;NECTIN4;SDK2;ROBO1,anterior_up
GO_Biological_Process_2021,cell-cell junction organization (GO:0045216),11/82,0.0081790788519343,0.2813412735094718,0,0,2.5030267739078744,12.029986568581148,SDK1;TGFB2;OCLN;PKP2;CDH13;DSG2;NECTIN4;CLDN1;CDH18;SDK2;CDH7,anterior_up
GO_Biological_Process_2021,negative regulation of osteoblast differentiation (GO:0045668),6/31,0.008322198854189,0.2813412735094718,0,0,3.8702572898799312,18.533999471426235,CDK6;TWIST2;PPARG;RORB;SMAD6;TRPM4,anterior_up
