gene_identifier,symbol,log2FoldChange,lfcSE,pvalue,padj,baseMean
ENSMUSG00000027347,Rasgrp1,-2.559471694616753,0.09682871981470646,5.726110795391887e-154,1.0850979957267626e-149,935.9088564571884
ENSMUSG00000050783,Htr1f,-2.3753198663652797,0.09731569066568571,1.3928773739395689e-131,1.3197513118077414e-127,303.9690081367539
ENSMUSG00000039706,Ldb2,-3.6971937558148995,0.15476061938409325,3.9136312545148104e-126,2.4721104091018556e-122,211.15588805917866
ENSMUSG00000100252,Mir124-2hg,0.7821216581650458,0.03485789216577013,1.697611532386549e-111,8.042434634681276e-108,788.5071356219871
ENSMUSG00000052560,Cpne8,1.7711082017375317,0.07942379040780302,3.7392627861718685e-110,1.4171805959591381e-106,755.3877193460584
ENSMUSG00000008575,Nfib,-2.5825773565467216,0.11974296552456146,3.614082802007618e-103,9.796493628910457e-100,1967.9403149465775
ENSMUSG00000024064,Galnt14,-3.9342351586935305,0.1824140098325032,3.6187575410223324e-103,9.796493628910457e-100,230.35464544554378
ENSMUSG00000027419,Pcsk2,-1.7018916076522337,0.07918237460337835,1.7980967639478444e-102,4.259241709601456e-99,2359.6737125004647
ENSMUSG00000034472,Rasd2,-2.4249429888036005,0.11436194291740974,8.751394502532332e-100,1.84265473136653e-96,140.47145392174693
ENSMUSG00000016386,Mpped2,-2.0992317923523345,0.09943637422565844,6.261737811720532e-99,1.1865993153210409e-95,511.1160092030965
ENSMUSG00000059921,Unc5c,1.091777216680635,0.05245256881742412,3.194548199067322e-96,5.503335306575069e-93,2381.9258788287343
ENSMUSG00000026834,Acvr1c,-4.207211130660404,0.2095427526840077,1.1480007131045042e-89,1.8128844594441964e-86,171.32762071737443
ENSMUSG00000062257,Opcml,-1.1079232146143956,0.05573856442051084,6.419088343355691e-88,9.357055700506949e-85,8874.355491701841
ENSMUSG00000045515,Pou3f3,1.9988612388264715,0.1013068763649273,1.1740194798272327e-86,1.589119224480433e-83,255.0657954033676
ENSMUSG00000067786,Nnat,-3.5936131057262606,0.1892209040233328,2.0002826584705042e-80,2.5270237585344034e-77,1674.3834120804236
ENSMUSG00000022636,Alcam,-3.201286172278077,0.16936910255752843,1.1140186722648152e-79,1.3194158649636406e-76,2109.7983557364505
ENSMUSG00000059173,Pde1a,-2.513170505375532,0.13417862182588436,2.81721938464513e-78,3.1403710199426594e-75,2297.13489236654
ENSMUSG00000036192,Rorb,-5.3811587505130145,0.29213897093078556,9.103978047769682e-76,9.584465778068638e-73,418.20768647344823
ENSMUSG00000039057,Myo16,-2.472913315547155,0.13446780667341382,1.5689268807614205e-75,1.5647981258120483e-72,213.69517924761783
ENSMUSG00000053477,Tcf4,0.5546149314575299,0.030243881136166943,4.11005470798105e-75,3.894276835812045e-72,3977.6793867932683
ENSMUSG00000071679,Rtl4,-3.8351463291776913,0.2139611367547226,7.593052623389124e-72,6.851826057772566e-69,300.36113325831616
ENSMUSG00000092083,Kcnb2,-1.7264334789548712,0.097670055842583,6.398756975323675e-70,5.5116565764719837e-67,1085.3863004392547
ENSMUSG00000052544,St6galnac3,-2.4139451577140285,0.1368914306983737,1.3503544819077927e-69,1.1125746709631597e-66,193.61091578918297
ENSMUSG00000038248,Sobp,-0.9684753237080692,0.05502063190624179,2.37612277745524e-69,1.876146943032367e-66,1279.1730646394863
ENSMUSG00000022269,March11,1.0606462474307674,0.06096853021094319,8.751961975705808e-68,6.633987177585002e-65,246.73001963449224
ENSMUSG00000042942,Greb1l,-2.8081846126638648,0.16280185899545782,1.1366728291787518e-66,8.284596197283594e-64,198.24002948243228
ENSMUSG00000009075,Cabp7,-3.4093755871316396,0.19850938552797315,4.094734154634971e-66,2.8738967492715813e-63,28.68566952027517
ENSMUSG00000035258,Abi3bp,3.2924476270437326,0.19267694137663205,1.8257932089051303e-65,1.235670761026865e-62,2210.2930415846677
ENSMUSG00000061132,Blnk,-4.776831698004937,0.28066695845982376,5.87981700769166e-65,3.8421562860605847e-62,42.07520848390622
ENSMUSG00000086224,2700069I18Rik,2.695408218701506,0.1611239751560615,8.087222882871649e-63,5.108429121013925e-60,51.96937144022295
ENSMUSG00000050379,Sept6,1.1415480919123617,0.06851520039040354,2.5077738500583844e-62,1.5329778857614963e-59,251.08884617026075
ENSMUSG00000045875,Adra1a,-2.7820257624719575,0.16772811189656137,8.722979677508143e-62,5.165639527774353e-59,23.600483537144086
ENSMUSG00000021991,Cacna2d3,-2.5029648440357835,0.15237860521173818,1.2469504770676245e-60,7.160518648615602e-58,528.5703470604188
ENSMUSG00000001260,Gabrg1,3.1329337855873636,0.19081089193985784,1.3973488348414708e-60,7.78816482948408e-58,297.0084431386672
ENSMUSG00000034164,Emid1,2.115760591396026,0.12989647636814,1.1999023200852077e-59,6.496613990175625e-57,246.8150739397595
ENSMUSG00000025776,Crispld1,-1.72863809282241,0.10632265214079561,1.9470138627571438e-59,1.0248864638679967e-56,37.382076453670265
ENSMUSG00000019970,Sgk1,1.6846048099012245,0.10371539845238525,2.5212841004839503e-59,1.291306316328942e-56,782.0353914987685
ENSMUSG00000027506,Tpd52,-1.1019598680720277,0.06801402819084068,4.885323888585173e-59,2.436233886544448e-56,263.2615724044938
ENSMUSG00000031557,Plekha2,-2.5927950713264516,0.16021262037119785,6.597650822337985e-59,3.2057816175206364e-56,254.05455544456322
ENSMUSG00000087413,Gm11266,-3.532592134921123,0.21892155661368867,1.417041431952125e-58,6.713233783873192e-56,31.649706090727594
ENSMUSG00000041710,Trpc5,-4.413791820774578,0.2764497179344007,2.2053539799162688e-57,1.0193038516930072e-54,253.258808995744
ENSMUSG00000057378,Ryr3,-1.269437291067407,0.07979673003857499,5.542276217310923e-57,2.5006222456676666e-54,612.5880074280145
ENSMUSG00000039982,Dtx4,-2.13009765694141,0.13438658320560523,1.3941526637171602e-56,6.143998366846555e-54,40.51275381731093
ENSMUSG00000070576,Mn1,1.053160242190106,0.06675016028110516,4.434357844963265e-56,1.9097972991375881e-53,556.8908399204493
ENSMUSG00000032373,Car12,-3.8126040991621197,0.24185660987997695,5.512125851396672e-56,2.321217441865932e-53,106.26624953917201
ENSMUSG00000063297,Luzp2,-3.6560465372430184,0.23256771903304332,1.097114907828396e-55,4.519636413771328e-53,272.4376499060273
ENSMUSG00000022332,Khdrbs3,-1.590892876004549,0.10206150906047713,8.840744363385337e-55,3.564512886939407e-52,715.6367105053255
ENSMUSG00000060424,Pantr1,2.6041825498825393,0.16819973283032733,4.541561835445583e-54,1.7929707662852876e-51,607.3531507066832
ENSMUSG00000048483,Zdhhc22,-1.6811572293602377,0.10879683968520634,7.284207979566859e-54,2.8170559431182035e-51,222.89298698302994
ENSMUSG00000040964,Arhgef10l,-2.8806801880693245,0.18650168160397104,8.043854983727443e-54,3.048621038832701e-51,58.94103327407843
ENSMUSG00000030226,Lmo3,0.7996805550282203,0.05183898914198178,1.0904484928925023e-53,4.051764498100572e-51,3057.93995409074
ENSMUSG00000042596,Tfap2d,3.088006860782571,0.20148169486684292,5.087567369631631e-53,1.8540269548946037e-50,267.2915122580814
ENSMUSG00000041565,L3mbtl4,2.9317537119003063,0.19206473396676554,1.320284156415114e-52,4.720638634729511e-50,129.425982178894
ENSMUSG00000029838,Ptn,1.4885641825086091,0.09788216262312566,3.1431685983345856e-52,1.1030193507118591e-49,3366.9781980529015
ENSMUSG00000022324,Matn2,-2.246853491531923,0.1480140651281623,4.7978260552319496e-52,1.6530691590299172e-49,242.15481731533322
ENSMUSG00000026278,Bok,-0.8781842048962867,0.05809938107870627,1.2856532737626773e-51,4.350558846036203e-49,434.0754257098069
ENSMUSG00000029309,Sparcl1,-2.146811779619464,0.142688790997299,3.7001759419773665e-51,1.2301462122889665e-48,338.21013655059687
ENSMUSG00000037940,Inpp4b,-2.1970479052101983,0.14621277612559852,4.932756224673348e-51,1.6116505251303437e-48,611.4314916112515
ENSMUSG00000090223,Pcp4,1.2324871243622684,0.08213669340724292,6.776638410941642e-51,2.1765643709719343e-48,17711.643841294135
ENSMUSG00000026315,Serpinb8,-2.3626130836120613,0.15878088216260078,4.464470164862106e-50,1.4100284937356152e-47,18.65136920895941
ENSMUSG00000032020,Ubash3b,1.6440354808646533,0.11141492952210191,2.8160850691914406e-49,8.74832984609472e-47,337.8909772218494
ENSMUSG00000047945,Marcksl1,1.9333192527811711,0.13120162197566196,3.8146105271334074e-49,1.1659172498254526e-46,1323.6023129130836
