Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,direction
GO_Biological_Process_2021,muscle cell development (GO:0055001),7/33,9.512780058536073e-05,0.1275700474935412,0,0,7.790335601430054,72.14076142196505,MEGF10;HEY2;MYOF;LRRC10;MYH6;TTN;ENG,posterior_up
GO_Biological_Process_2021,cardiac muscle cell differentiation (GO:0055007),6/24,0.00011466970561217196,0.1275700474935412,0,0,9.634730538922156,87.42029096808446,MESP1;MYOCD;BMP2;LRRC10;MYH6;TTN,posterior_up
GO_Biological_Process_2021,cardiac atrium morphogenesis (GO:0003209),5/19,0.0003360223157727276,0.2492165508647729,0,0,10.309630578688877,82.45985831261173,MESP1;BMP2;HEY2;MYH6;ENG,posterior_up
GO_Biological_Process_2021,cardiac muscle cell development (GO:0055013),5/24,0.0010683232847715,0.5211740778253411,0,0,7.594603099677444,51.959729328540135,PDGFRB;HEY2;LRRC10;MYH6;TTN,posterior_up
GO_Biological_Process_2021,regulation of aldosterone biosynthetic process (GO:0032347),3/7,0.0012047954126124,0.5211740778253411,0,0,21.596870342771982,145.16218716348016,BMP2;BMP6;BMP5,posterior_up
GO_Biological_Process_2021,elastic fiber assembly (GO:0048251),3/8,0.0018794944517462,0.5211740778253411,0,0,17.276602086438153,108.44095442100294,MFAP4;EMILIN1;FBLN5,posterior_up
GO_Biological_Process_2021,vascular associated smooth muscle cell differentiation (GO:0035886),3/8,0.0018794944517462,0.5211740778253411,0,0,17.276602086438153,108.44095442100294,MESP1;HEY2;ENG,posterior_up
GO_Biological_Process_2021,positive regulation of transcription of Notch receptor target (GO:0007221),4/17,0.0021428781401376,0.5211740778253411,0,0,8.869345579793341,54.50749834022401,MAML2;WWC1;MAML3;DLGAP5,posterior_up
GO_Biological_Process_2021,positive regulation of glial cell differentiation (GO:0045687),4/18,0.0026823827851536,0.5211740778253411,0,0,8.23539445628998,48.76218053804124,EGR2;BMP2;ID2;PTN,posterior_up
GO_Biological_Process_2021,cardiac ventricle morphogenesis (GO:0003208),6/44,0.0033976306949569,0.5211740778253411,0,0,4.559092341632525,25.916967123238315,MESP1;NPY2R;HEY2;TNNI3;MYH6;ENG,posterior_up
GO_Biological_Process_2021,regulation of epithelial cell apoptotic process (GO:1904035),3/10,0.0038291922938508,0.5211740778253411,0,0,12.33915265062806,68.66863553490458,PKHD1;ZFP36;NUPR1,posterior_up
GO_Biological_Process_2021,regulation of organ growth (GO:0046620),3/10,0.0038291922938508,0.5211740778253411,0,0,12.33915265062806,68.66863553490458,WWC1;DUSP9;DUSP6,posterior_up
GO_Biological_Process_2021,Notch signaling pathway (GO:0007219),7/60,0.0039247453800823,0.5211740778253411,0,0,3.816327685213997,21.14418723004883,BMP2;MAML2;WWC1;HEY2;MAML3;SUSD5;DLGAP5,posterior_up
GO_Biological_Process_2021,cardiac muscle tissue morphogenesis (GO:0055008),5/32,0.0040541451536021,0.5211740778253411,0,0,5.342135857830925,29.424566715715933,BMP2;TNNI3;MYH6;TTN;ENG,posterior_up
GO_Biological_Process_2021,vasculogenesis (GO:0001570),5/33,0.0046479101434695,0.5211740778253411,0,0,5.151078368567158,27.66818088000772,PDGFRB;SOX18;HEY2;TNNI3;ENG,posterior_up
GO_Biological_Process_2021,negative regulation of bone remodeling (GO:0046851),3/11,0.005134230400743,0.5211740778253411,0,0,10.796199701937407,56.91567894960273,SFRP1;UBASH3B;CARTPT,posterior_up
GO_Biological_Process_2021,positive regulation of dendrite development (GO:1900006),3/11,0.005134230400743,0.5211740778253411,0,0,10.796199701937407,56.91567894960273,ALK;PTN;BMP5,posterior_up
GO_Biological_Process_2021,negative regulation of cell cycle (GO:0045786),8/80,0.0054814969978671,0.5211740778253411,0,0,3.2122122122122123,16.723987910985798,NPPC;NR4A1;MYOCD;BMP2;HPGD;GAS1;NUPR1;BRINP3,posterior_up
GO_Biological_Process_2021,cardiocyte differentiation (GO:0035051),3/12,0.0066757353532168,0.5211740778253411,0,0,9.59612518628912,48.0696387776824,MESP1;BMP2;MYOCD,posterior_up
GO_Biological_Process_2021,smooth muscle cell differentiation (GO:0051145),3/12,0.0066757353532168,0.5211740778253411,0,0,9.59612518628912,48.0696387776824,MYOCD;EDNRB;HEY2,posterior_up
GO_Biological_Process_2021,regulation of calcium ion transmembrane transport (GO:1903169),4/23,0.0067935682383814,0.5211740778253411,0,0,6.066614296936371,30.28319761615134,CACNG6;UBASH3B;CACNG1;TRDN,posterior_up
GO_Biological_Process_2021,neural crest cell migration (GO:0001755),5/37,0.0076454417109284,0.5211740778253411,0,0,4.506259342301943,21.961911302289693,SEMA6A;SEMA3D;ERBB4;SEMA3A;NRTN,posterior_up
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),11/140,0.0078648295155428,0.5211740778253411,0,0,2.469009786383247,11.963227479135442,PDGFRB;ALK;NPPC;HCK;EFS;ERBB4;SLA;PTN;NGF;EPHA3;EPHB3,posterior_up
GO_Biological_Process_2021,extracellular matrix assembly (GO:0085029),4/24,0.0079386205174018,0.5211740778253411,0,0,5.762985074626866,27.869886629287773,MFAP4;HAS3;EMILIN1;FBLN5,posterior_up
GO_Biological_Process_2021,neuromuscular junction development (GO:0007528),4/24,0.0079386205174018,0.5211740778253411,0,0,5.762985074626866,27.869886629287773,PPFIBP2;LRRK2;F2R;PDZRN3,posterior_up
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),21/351,0.0083098270515984,0.5211740778253411,0,0,1.851204232214952,8.867854145892679,COL17A1;COL26A1;MARCKSL1;COL11A1;COL12A1;FIGN;KRT20;RND2;TSPAN33;COL19A1;FBLN5;RND1;TRDN;MFAP4;BFSP2;OPTC;COL10A1;EMILIN1;PGM5;VIM;MYH6,posterior_up
GO_Biological_Process_2021,cardiac cell development (GO:0055006),3/13,0.0084634446560882,0.5211740778253411,0,0,8.636065573770491,41.2112964416025,LRRC10;MYH6;TTN,posterior_up
GO_Biological_Process_2021,muscle tissue development (GO:0060537),3/13,0.0084634446560882,0.5211740778253411,0,0,8.636065573770491,41.2112964416025,SRPK3;PGM5;ENG,posterior_up
GO_Biological_Process_2021,cardiac muscle tissue development (GO:0048738),6/53,0.00856882526952,0.5211740778253411,0,0,3.684354694865588,17.536145353192214,MESP1;MYOCD;BMP2;HEY2;TTN;BMP5,posterior_up
GO_Biological_Process_2021,heart morphogenesis (GO:0003007),6/53,0.00856882526952,0.5211740778253411,0,0,3.684354694865588,17.536145353192214,MESP1;LEFTY1;BMP2;HEY2;ENG;TTN,posterior_up
GO_Biological_Process_2021,cellular response to BMP stimulus (GO:0071773),7/71,0.0098528236994825,0.5211740778253411,0,0,3.158592578710645,14.592688853417991,LEFTY1;SFRP1;BMP2;BMPR1B;BMP6;ENG;BMP5,posterior_up
GO_Biological_Process_2021,endothelial cell differentiation (GO:0045446),3/14,0.0105052648032763,0.5211740778253411,0,0,7.850562254437068,35.76620965356173,MESP1;SOX18;FSTL1,posterior_up
GO_Biological_Process_2021,atrial cardiac muscle tissue morphogenesis (GO:0055009),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,MYH6;ENG,posterior_up
GO_Biological_Process_2021,catechol-containing compound biosynthetic process (GO:0009713),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,PNMT;DBH,posterior_up
GO_Biological_Process_2021,regulation of heart growth (GO:0060420),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,DUSP9;DUSP6,posterior_up
GO_Biological_Process_2021,cellular response to vitamin (GO:0071295),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,POSTN;SFRP1,posterior_up
GO_Biological_Process_2021,gamma-aminobutyric acid metabolic process (GO:0009448),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,ALDH1A1;GAD2,posterior_up
GO_Biological_Process_2021,short-term memory (GO:0007614),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,NPAS4;CUX2,posterior_up
GO_Biological_Process_2021,negative regulation of B cell differentiation (GO:0045578),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,SFRP1;ID2,posterior_up
GO_Biological_Process_2021,negative regulation of insulin-like growth factor receptor signaling pathway (GO:0043569),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,BMP2;BMP5,posterior_up
GO_Biological_Process_2021,positive regulation of myoblast proliferation (GO:2000288),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,MEGF10;MEIS2,posterior_up
GO_Biological_Process_2021,positive regulation of smooth muscle cell differentiation (GO:0051152),2/5,0.0105973472427334,0.5211740778253411,0,0,19.169642857142858,87.16727160085217,MYOCD;ENG,posterior_up
GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),6/56,0.0111382797630537,0.5211740778253411,0,0,3.462754491017964,15.573279426110153,PDGFRB;HCK;TEC;ERBB4;BTK;EPHA3,posterior_up
GO_Biological_Process_2021,heart contraction (GO:0060047),5/41,0.0117772089395399,0.5211740778253411,0,0,4.004733432984554,17.78738020800052,KCNQ1;TNNI3;MYH6;TTN;TRDN,posterior_up
GO_Biological_Process_2021,detection of mechanical stimulus involved in sensory perception (GO:0050974),3/15,0.0128074136094012,0.5211740778253411,0,0,7.1959761549925485,31.358128995425176,TMC1;COL11A1;PIEZO2,posterior_up
GO_Biological_Process_2021,regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),6/58,0.0131271139031,0.5211740778253411,0,0,3.3292261630584985,14.42578806871678,LEFTY1;BMP2;EMILIN1;BMP6;ENG;BMP5,posterior_up
GO_Biological_Process_2021,regulation of epithelial cell proliferation (GO:0050678),8/93,0.0132002510472525,0.5211740778253411,0,0,2.71909556615439,11.766938896842422,PKHD1;NR4A1;ZFP36;SFRP1;NUPR1;FGF1;BMP6;BMP5,posterior_up
GO_Biological_Process_2021,regulation of multicellular organismal development (GO:2000026),4/28,0.0137597873879738,0.5211740778253411,0,0,4.8014925373134325,20.579220532884083,SPAAR;PTN;DUSP9;DUSP6,posterior_up
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),15/238,0.0153238881822751,0.5211740778253411,0,0,1.9498560803500344,8.1471662351226,PDGFRB;SEMA6A;F2R;HTR2C;NPNT;DUSP9;DUSP6;PKHD1;ADCYAP1;BMP2;ERBB4;FSHR;ALKAL2;EMILIN1;CCL17,posterior_up
GO_Biological_Process_2021,mesenchyme development (GO:0060485),3/16,0.0153745540252828,0.5211740778253411,0,0,6.642095609308724,27.73102463115435,MESP1;BMP2;MEOX1,posterior_up
GO_Biological_Process_2021,regulation of digestive system process (GO:0044058),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,KCNQ1;SGK1,posterior_up
GO_Biological_Process_2021,regulation of epinephrine secretion (GO:0014060),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,CRH;CARTPT,posterior_up
GO_Biological_Process_2021,regulation of type B pancreatic cell proliferation (GO:0061469),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,NR4A1;NUPR1,posterior_up
GO_Biological_Process_2021,retinal ganglion cell axon guidance (GO:0031290),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,ROBO2;PTPRM,posterior_up
GO_Biological_Process_2021,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,CRTAM;NECTIN2,posterior_up
GO_Biological_Process_2021,positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857),2/6,0.0155429717902013,0.5211740778253411,0,0,14.376488095238097,59.86580571002909,CRTAM;NECTIN2,posterior_up
GO_Biological_Process_2021,positive regulation of osteoblast differentiation (GO:0045669),5/44,0.0157224907568106,0.5211740778253411,0,0,3.696102104173853,15.348666671930214,WWTR1;BMP2;NPNT;BMPR1B;BMP6,posterior_up
GO_Biological_Process_2021,regulation of neuron differentiation (GO:0045664),7/79,0.0170905055782075,0.5211740778253411,0,0,2.806471764117941,11.420185268175164,ALK;PCP4;BMP2;LRRK2;ID2;NGF;BRINP3,posterior_up
GO_Biological_Process_2021,neural crest cell development (GO:0014032),5/45,0.0172114542677067,0.5211740778253411,0,0,3.603512705530642,14.638117858386758,SEMA6A;SEMA3D;ERBB4;SEMA3A;NRTN,posterior_up
GO_Biological_Process_2021,artery morphogenesis (GO:0048844),4/30,0.0174708754889585,0.5211740778253411,0,0,4.431687715269804,17.936015342197102,PDGFRB;HPGD;HEY2;ENG,posterior_up
GO_Biological_Process_2021,aorta morphogenesis (GO:0035909),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,PDGFRB;HEY2;ENG,posterior_up
GO_Biological_Process_2021,regulation of cellular response to growth factor stimulus (GO:0090287),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,DOK5;FST;FSTL1,posterior_up
GO_Biological_Process_2021,regulation of neuroblast proliferation (GO:1902692),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,LRRK2;TAFA1;PTN,posterior_up
GO_Biological_Process_2021,regulation of osteoblast proliferation (GO:0033688),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,MN1;BMP2;SFRP1,posterior_up
GO_Biological_Process_2021,muscle tissue morphogenesis (GO:0060415),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,BMP2;HEY2;TTN,posterior_up
GO_Biological_Process_2021,positive regulation of smooth muscle cell migration (GO:0014911),3/17,0.0182099199134863,0.5211740778253411,0,0,6.167340855865446,24.705064822558253,PDGFRB;DOCK5;ADAMTS1,posterior_up
GO_Biological_Process_2021,regulation of synapse assembly (GO:0051963),5/47,0.0204627611932747,0.5211740778253411,0,0,3.431560965193252,13.34585042710504,ROBO2;CUX2;IL1RAPL2;SYNDIG1;EPHB3,posterior_up
GO_Biological_Process_2021,positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),5/47,0.0204627611932747,0.5211740778253411,0,0,3.431560965193252,13.34585042710504,LEFTY1;BMP2;BMP6;BMP5;ENG,posterior_up
GO_Biological_Process_2021,cell-cell junction organization (GO:0045216),7/82,0.0205810020126761,0.5211740778253411,0,0,2.693793103448276,10.461040744449846,CDH6;PKHD1;CDH10;F2R;CDH8;NECTIN2;NECTIN1,posterior_up
GO_Biological_Process_2021,arginine catabolic process (GO:0006527),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,ARG2;ARG1,posterior_up
GO_Biological_Process_2021,regulation of cortisol biosynthetic process (GO:2000064),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,BMP2;BMP5,posterior_up
GO_Biological_Process_2021,cellular amino acid biosynthetic process (GO:0008652),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,ALDH1A1;GAD2,posterior_up
GO_Biological_Process_2021,regulation of extracellular matrix assembly (GO:1901201),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,EMILIN1;AGT,posterior_up
GO_Biological_Process_2021,dendrite arborization (GO:0140059),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,SEMA3A;PTN,posterior_up
GO_Biological_Process_2021,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,CRTAM;NECTIN2,posterior_up
GO_Biological_Process_2021,regulation of neurotrophin TRK receptor signaling pathway (GO:0051386),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,DOK5;AGT,posterior_up
GO_Biological_Process_2021,dorsal aorta development (GO:0035907),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,HEY2;ENG,posterior_up
GO_Biological_Process_2021,dorsal aorta morphogenesis (GO:0035912),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,HEY2;ENG,posterior_up
GO_Biological_Process_2021,regulation of transforming growth factor beta activation (GO:1901388),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,ITGB6;LRRC32,posterior_up
GO_Biological_Process_2021,glandular epithelial cell development (GO:0002068),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,BMP6;BMP5,posterior_up
GO_Biological_Process_2021,"synaptic transmission, dopaminergic (GO:0001963)",2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,CRHBP;CRH,posterior_up
GO_Biological_Process_2021,type B pancreatic cell development (GO:0003323),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,BMP6;BMP5,posterior_up
GO_Biological_Process_2021,vascular associated smooth muscle cell development (GO:0097084),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,HEY2;ENG,posterior_up
GO_Biological_Process_2021,negative regulation of cardiocyte differentiation (GO:1905208),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,BMP2;HEY2,posterior_up
GO_Biological_Process_2021,negative regulation of lymphocyte differentiation (GO:0045620),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,SFRP1;ID2,posterior_up
GO_Biological_Process_2021,negative regulation of steroid metabolic process (GO:0045939),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,BMP2;BMP5,posterior_up
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell differentiation (GO:1905065),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,MYOCD;ENG,posterior_up
GO_Biological_Process_2021,protein localization to endoplasmic reticulum exit site (GO:0070973),2/7,0.0212782592227328,0.5211740778253411,0,0,11.500595238095238,44.27809005291335,SEC16B;LRRK2,posterior_up
GO_Biological_Process_2021,regulation of B cell differentiation (GO:0045577),3/18,0.0213154341942049,0.5211740778253411,0,0,5.755886736214605,22.150516254450512,SFRP1;ID2;BTK,posterior_up
GO_Biological_Process_2021,intermediate filament organization (GO:0045109),3/18,0.0213154341942049,0.5211740778253411,0,0,5.755886736214605,22.150516254450512,BFSP2;VIM;KRT20,posterior_up
GO_Biological_Process_2021,negative regulation of peptide hormone secretion (GO:0090278),3/18,0.0213154341942049,0.5211740778253411,0,0,5.755886736214605,22.150516254450512,CRHBP;SFRP1;CRH,posterior_up
GO_Biological_Process_2021,negative regulation of chemotaxis (GO:0050922),4/32,0.0217501901137846,0.5260236195996839,0,0,4.1147121535181235,15.751664477706395,ROBO2;SEMA6A;SEMA3D;SEMA3A,posterior_up
GO_Biological_Process_2021,BMP signaling pathway (GO:0030509),6/65,0.0220263658391466,0.5269748816354972,0,0,2.9331675631787273,11.19154511627256,LEFTY1;BMP2;BMPR1B;BMP6;ENG;BMP5,posterior_up
GO_Biological_Process_2021,adherens junction organization (GO:0034332),5/49,0.0240909539778441,0.5428081541935911,0,0,3.2752412012501697,12.203282971187251,CDH6;CDH10;CDH8;NECTIN2;NECTIN1,posterior_up
GO_Biological_Process_2021,negative chemotaxis (GO:0050919),4/33,0.0241091294229314,0.5428081541935911,0,0,3.972619660319094,14.798662509208537,SEMA6A;SEMA3D;SEMA3A;UNC5C,posterior_up
GO_Biological_Process_2021,branching involved in ureteric bud morphogenesis (GO:0001658),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,BMP2;FGF1;NPNT,posterior_up
GO_Biological_Process_2021,regulation of collagen biosynthetic process (GO:0032965),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,F2R;EMILIN1;VIM,posterior_up
GO_Biological_Process_2021,regulation of insulin-like growth factor receptor signaling pathway (GO:0043567),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,BMP2;IGFBP4;BMP5,posterior_up
GO_Biological_Process_2021,excitatory postsynaptic potential (GO:0060079),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,NPAS4;LRRK2;GRIN2D,posterior_up
GO_Biological_Process_2021,striated muscle cell differentiation (GO:0051146),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,MESP1;MYOCD;BMP2,posterior_up
GO_Biological_Process_2021,ureteric bud development (GO:0001657),3/19,0.024691819756795,0.5428081541935911,0,0,5.395864381520119,19.97162258483276,ROBO2;BMP2;NPNT,posterior_up
GO_Biological_Process_2021,cardiac muscle contraction (GO:0060048),4/34,0.0266168927436374,0.5428081541935911,0,0,3.84,13.924643324977897,KCNQ1;TNNI3;MYH6;TTN,posterior_up
GO_Biological_Process_2021,cellular response to vascular endothelial growth factor stimulus (GO:0035924),4/34,0.0266168927436374,0.5428081541935911,0,0,3.84,13.924643324977897,NR4A1;SEMA6A;GAB1;GAS1,posterior_up
GO_Biological_Process_2021,sequestering of BMP from receptor via BMP binding (GO:0038098),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,BMP2;FSTL1,posterior_up
GO_Biological_Process_2021,mammary gland epithelial cell differentiation (GO:0060644),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,ERBB4;ID2,posterior_up
GO_Biological_Process_2021,negative regulation of osteoblast proliferation (GO:0033689),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,MN1;SFRP1,posterior_up
GO_Biological_Process_2021,neurotransmitter receptor diffusion trapping (GO:0099628),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,CACNG3;CACNG5,posterior_up
GO_Biological_Process_2021,positive regulation of astrocyte differentiation (GO:0048711),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,BMP2;ID2,posterior_up
GO_Biological_Process_2021,positive regulation of muscle contraction (GO:0045933),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,MYOCD;F2R,posterior_up
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell migration (GO:1904754),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,DOCK5;ADAMTS1,posterior_up
GO_Biological_Process_2021,postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970),2/8,0.0277445304743319,0.5428081541935911,0,0,9.583333333333334,34.3535336831384,CACNG3;CACNG5,posterior_up
GO_Biological_Process_2021,regulation of acute inflammatory response (GO:0002673),3/20,0.028338703515341,0.5428081541935911,0,0,5.078197597966161,18.096293201942924,C2CD4A;C2CD4B;KLKB1,posterior_up
GO_Biological_Process_2021,cardiac epithelial to mesenchymal transition (GO:0060317),3/20,0.028338703515341,0.5428081541935911,0,0,5.078197597966161,18.096293201942924,BMP2;HEY2;ENG,posterior_up
GO_Biological_Process_2021,mesoderm development (GO:0007498),3/20,0.028338703515341,0.5428081541935911,0,0,5.078197597966161,18.096293201942924,MESP1;HCK;BTK,posterior_up
GO_Biological_Process_2021,negative regulation of axon extension involved in axon guidance (GO:0048843),3/20,0.028338703515341,0.5428081541935911,0,0,5.078197597966161,18.096293201942924,SEMA6A;SEMA3D;SEMA3A,posterior_up
GO_Biological_Process_2021,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),3/20,0.028338703515341,0.5428081541935911,0,0,5.078197597966161,18.096293201942924,CRTAM;SLAMF6;NECTIN2,posterior_up
GO_Biological_Process_2021,peptidyl-tyrosine phosphorylation (GO:0018108),6/69,0.0285991978242573,0.5428081541935911,0,0,2.7463644140290846,9.761613434807185,PDGFRB;HCK;TEC;ERBB4;BTK;EPHA3,posterior_up
GO_Biological_Process_2021,positive regulation of neuron projection development (GO:0010976),7/88,0.0289903950099176,0.5428081541935911,0,0,2.493475484479982,8.82887483208487,ALK;FZD1;CUX2;ALKAL2;PTN;EPHA3;BMP5,posterior_up
GO_Biological_Process_2021,regulation of muscle cell differentiation (GO:0051147),4/35,0.029275046518306,0.5428081541935911,0,0,3.7159364467982665,13.121045096682128,MYOCD;MEGF10;ID2;MAPK12,posterior_up
GO_Biological_Process_2021,regulation of postsynaptic membrane potential (GO:0060078),4/35,0.029275046518306,0.5428081541935911,0,0,3.7159364467982665,13.121045096682128,NPAS4;LRRK2;GABRG1;GRIN2D,posterior_up
GO_Biological_Process_2021,ameboidal-type cell migration (GO:0001667),5/52,0.0302679949718021,0.5565808992748744,0,0,3.0657061985179532,10.72281141998798,SEMA6A;SEMA3D;ERBB4;SEMA3A;NRTN,posterior_up
GO_Biological_Process_2021,collagen fibril organization (GO:0030199),7/89,0.0305876851471167,0.5578491758388088,0,0,2.462939262076279,8.588657851778455,COL17A1;COL26A1;OPTC;COL11A1;COL12A1;COL10A1;COL19A1,posterior_up
GO_Biological_Process_2021,activation of adenylate cyclase activity (GO:0007190),4/36,0.0320848356901808,0.5665817057875845,0,0,3.5996268656716417,12.38045502026336,ADCYAP1;FSHR;LGR5;RXFP2,posterior_up
GO_Biological_Process_2021,aortic valve development (GO:0003176),4/36,0.0320848356901808,0.5665817057875845,0,0,3.5996268656716417,12.38045502026336,ROBO2;BMP2;HEY2;EMILIN1,posterior_up
GO_Biological_Process_2021,positive regulation of bone mineralization (GO:0030501),4/36,0.0320848356901808,0.5665817057875845,0,0,3.5996268656716417,12.38045502026336,BMP2;PTN;BMPR1B;BMP6,posterior_up
GO_Biological_Process_2021,regulation of ER to Golgi vesicle-mediated transport (GO:0060628),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,LRRK2;GAS1,posterior_up
GO_Biological_Process_2021,cellular response to muramyl dipeptide (GO:0071225),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,LDOC1;VIM,posterior_up
GO_Biological_Process_2021,detection of mechanical stimulus involved in sensory perception of sound (GO:0050910),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,TMC1;COL11A1,posterior_up
GO_Biological_Process_2021,epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,HEY2;ENG,posterior_up
GO_Biological_Process_2021,"regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)",2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,NKD1;DACT1,posterior_up
GO_Biological_Process_2021,type B pancreatic cell differentiation (GO:0003309),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,BMP6;BMP5,posterior_up
GO_Biological_Process_2021,negative regulation of bone resorption (GO:0045779),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,UBASH3B;CARTPT,posterior_up
GO_Biological_Process_2021,negative regulation of platelet aggregation (GO:0090331),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,C1QTNF1;CD9,posterior_up
GO_Biological_Process_2021,ornithine metabolic process (GO:0006591),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,ARG2;ARG1,posterior_up
GO_Biological_Process_2021,pericardium development (GO:0060039),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,BMP2;BMP5,posterior_up
GO_Biological_Process_2021,positive regulation of blood pressure (GO:0045777),2/9,0.0348861544687186,0.5665817057875845,0,0,8.213860544217686,27.56296638493022,ID2;CARTPT,posterior_up
